sequence_ID	prediction
AE015924.1_from_474378_to_1146462_total_672085_277	EC:5.4.99.12
AE015924.1_from_474378_to_1146462_total_672085_284	EC:5.2.1.8
AE015924.1_from_474378_to_1146462_total_672085_287	EC:2.7.7.8
AE015924.1_from_474378_to_1146462_total_672085_308	EC:2.7.4.3
AE015924.1_from_474378_to_1146462_total_672085_310	EC:3.1.3.11
AE015924.1_from_474378_to_1146462_total_672085_313	EC:6.1.1.4
AE015924.1_from_474378_to_1146462_total_672085_317	EC:1.8.1.4
AE015924.1_from_474378_to_1146462_total_672085_320	EC:2.5.1.145
AE015924.1_from_474378_to_1146462_total_672085_321	EC:1.4.1.16
AE015924.1_from_474378_to_1146462_total_672085_325	EC:3.6.4.12
AE015924.1_from_474378_to_1146462_total_672085_394	EC:1.11.1.15
AE015924.1_from_474378_to_1146462_total_672085_400	EC:2.7.6.3
AE015924.1_from_474378_to_1146462_total_672085_403	EC:1.7.99.1
AE015924.1_from_474378_to_1146462_total_672085_424	EC:3.1.3.2
AE015924.1_from_474378_to_1146462_total_672085_425	EC:2.7.1.21
AE015924.1_from_474378_to_1146462_total_672085_452	EC:1.17.7.3
AE015924.1_from_474378_to_1146462_total_672085_453	EC:3.6.1.23
AE015924.1_from_474378_to_1146462_total_672085_457	EC:2.7.1.26;EC:2.7.7.2
AE015924.1_from_474378_to_1146462_total_672085_460	EC:2.1.1.33
AE015924.1_from_474378_to_1146462_total_672085_462	EC:6.1.1.15
AE015924.1_from_474378_to_1146462_total_672085_474	EC:6.3.2.6
AE015924.1_from_474378_to_1146462_total_672085_475	EC:2.1.1.163
AE015924.1_from_474378_to_1146462_total_672085_547	EC:1.3.1.14
AE015924.1_from_1146493_to_1185263_total_38771_2	EC:4.2.1.17
AE015924.1_from_1146493_to_1185263_total_38771_4	EC:2.7.2.1
AE015924.1_from_1146493_to_1185263_total_38771_14	None
AE015924.1_from_1146493_to_1185263_total_38771_27	EC:2.1.1.223
AE015924.1_from_1185268_to_1191617_total_6350_3	EC:4.1.1.11
AE015924.1_from_1185268_to_1191617_total_6350_5	EC:1.5.1.5;EC:3.5.4.9
AE015924.1_from_1191631_to_1305604_total_113974_3	EC:6.1.1.22
AE015924.1_from_1191631_to_1305604_total_113974_15	EC:1.8.1.9
AE015924.1_from_1191631_to_1305604_total_113974_24	EC:1.1.1.22
AE015924.1_from_1191631_to_1305604_total_113974_26	EC:6.2.1.3
AE015924.1_from_1191631_to_1305604_total_113974_58	EC:1.1.1.29
AE015924.1_from_1191631_to_1305604_total_113974_59	EC:2.3.1.47
AE015924.1_from_1191631_to_1305604_total_113974_73	EC:3.4.11.9
AE015924.1_from_1191631_to_1305604_total_113974_83	EC:1.1.1.290
AE015924.1_from_1305609_to_1345948_total_40340_2	EC:1.4.1.4
AE015924.1_from_1305609_to_1345948_total_40340_10	EC:3.6.5.n1
AE015924.1_from_1305609_to_1345948_total_40340_13	EC:6.1.1.7
AE015924.1_from_1345999_to_1665960_total_319962_8	EC:2.6.1.52
AE015924.1_from_1345999_to_1665960_total_319962_15	EC:1.16.3.2
AE015924.1_from_1345999_to_1665960_total_319962_28	EC:1.4.4.2
AE015924.1_from_1345999_to_1665960_total_319962_36	EC:4.2.3.5
AE015924.1_from_1345999_to_1665960_total_319962_42	EC:6.3.4.3
AE015924.1_from_1345999_to_1665960_total_319962_44	EC:3.1.22.4
AE015924.1_from_1345999_to_1665960_total_319962_60	EC:1.3.1.98
AE015924.1_from_1345999_to_1665960_total_319962_61	EC:2.3.1.181
AE015924.1_from_1345999_to_1665960_total_319962_64	EC:1.7.1.13
AE015924.1_from_1345999_to_1665960_total_319962_71	EC:2.4.2.10
AE015924.1_from_1345999_to_1665960_total_319962_79	EC:6.3.4.13
AE015924.1_from_1345999_to_1665960_total_319962_80	EC:3.4.14.12
AE015924.1_from_1345999_to_1665960_total_319962_82	EC:1.1.1.267
AE015924.1_from_1345999_to_1665960_total_319962_84	EC:2.5.1.7
AE015924.1_from_1345999_to_1665960_total_319962_86	EC:5.3.1.9
AE015924.1_from_1345999_to_1665960_total_319962_87	EC:1.1.1.94
AE015924.1_from_1345999_to_1665960_total_319962_88	EC:6.1.1.6
AE015924.1_from_1345999_to_1665960_total_319962_89	EC:2.4.2.3
AE015924.1_from_1345999_to_1665960_total_319962_102	EC:5.6.2.2
AE015924.1_from_1345999_to_1665960_total_319962_132	EC:3.4.16.4
AE015924.1_from_1345999_to_1665960_total_319962_217	EC:4.1.3.36
AE015924.1_from_1345999_to_1665960_total_319962_218	EC:2.2.1.9
AE015924.1_from_1345999_to_1665960_total_319962_232	EC:3.6.1.27
AE015924.1_from_1345999_to_1665960_total_319962_233	EC:5.4.99.25
AE015924.1_from_1345999_to_1665960_total_319962_234	EC:2.4.99.17
AE015924.1_from_1345999_to_1665960_total_319962_235	EC:2.7.6.3
AE015924.1_from_1345999_to_1665960_total_319962_239	EC:1.15.1.1
AE015924.1_from_1345999_to_1665960_total_319962_248	EC:2.1.2.10
AE015924.1_from_1345999_to_1665960_total_319962_249	EC:4.2.1.46
AE015924.1_from_1345999_to_1665960_total_319962_250	EC:1.1.1.133
AE015924.1_from_1345999_to_1665960_total_319962_251	EC:5.1.3.13
AE015924.1_from_1345999_to_1665960_total_319962_260	EC:1.4.3.16
AE015924.1_from_1665972_to_2079147_total_413176_2	EC:2.5.1.15
AE015924.1_from_1665972_to_2079147_total_413176_8	EC:6.1.1.5
AE015924.1_from_1665972_to_2079147_total_413176_10	EC:3.4.23.36
AE015924.1_from_1665972_to_2079147_total_413176_15	EC:3.6.1.66
AE015924.1_from_1665972_to_2079147_total_413176_26	EC:1.3.5.1
AE015924.1_from_1665972_to_2079147_total_413176_29	EC:2.1.1.197
AE015924.1_from_1665972_to_2079147_total_413176_39	EC:5.1.3.3
AE015924.1_from_1665972_to_2079147_total_413176_47	None
AE015924.1_from_1665972_to_2079147_total_413176_53	EC:2.7.6.5
AE015924.1_from_1665972_to_2079147_total_413176_58	EC:5.4.99.2
AE015924.1_from_1665972_to_2079147_total_413176_59	EC:5.4.99.2
AE015924.1_from_1665972_to_2079147_total_413176_77	EC:4.1.1.49
AE015924.1_from_1665972_to_2079147_total_413176_78	EC:2.7.2.3
AE015924.1_from_1665972_to_2079147_total_413176_100	EC:5.6.2.2
AE015924.1_from_1665972_to_2079147_total_413176_103	None
AE015924.1_from_1665972_to_2079147_total_413176_111	EC:1.4.3.5
AE015924.1_from_1665972_to_2079147_total_413176_119	EC:2.3.1.234
AE015924.1_from_1665972_to_2079147_total_413176_123	EC:3.5.4.3
AE015924.1_from_1665972_to_2079147_total_413176_124	EC:1.11.1.24
AE015924.1_from_1665972_to_2079147_total_413176_126	EC:4.2.1.10
AE015924.1_from_1665972_to_2079147_total_413176_135	EC:4.3.1.1
AE015924.1_from_1665972_to_2079147_total_413176_144	EC:2.7.9.3
AE015924.1_from_1665972_to_2079147_total_413176_146	EC:4.1.2.13
AE015924.1_from_1665972_to_2079147_total_413176_154	EC:2.3.1.179
AE015924.1_from_1665972_to_2079147_total_413176_160	EC:6.1.1.20
AE015924.1_from_1665972_to_2079147_total_413176_169	EC:2.3.1.47
AE015924.1_from_1665972_to_2079147_total_413176_178	EC:3.4.15.5
AE015924.1_from_1665972_to_2079147_total_413176_189	EC:7.1.2.2
AE015924.1_from_1665972_to_2079147_total_413176_190	EC:3.6.3.14
AE015924.1_from_1665972_to_2079147_total_413176_197	EC:1.2.7.3;EC:1.2.7.7
AE015924.1_from_1665972_to_2079147_total_413176_199	EC:2.7.7.38
AE015924.1_from_1665972_to_2079147_total_413176_204	EC:1.7.2.2
AE015924.1_from_1665972_to_2079147_total_413176_207	EC:4.2.1.11
AE015924.1_from_1665972_to_2079147_total_413176_220	EC:3.4.22.47
AE015924.1_from_1665972_to_2079147_total_413176_227	EC:2.7.7.7
AE015924.1_from_1665972_to_2079147_total_413176_229	EC:6.3.3.2
AE015924.1_from_1665972_to_2079147_total_413176_234	EC:2.7.1.31
AE015924.1_from_1665972_to_2079147_total_413176_240	EC:4.2.1.49
AE015924.1_from_1665972_to_2079147_total_413176_245	EC:6.1.1.16
AE015924.1_from_1665972_to_2079147_total_413176_249	None
AE015924.1_from_1665972_to_2079147_total_413176_250	EC:2.7.4.1
AE015924.1_from_1665972_to_2079147_total_413176_265	EC:2.5.1.6
AE015924.1_from_1665972_to_2079147_total_413176_271	EC:2.7.4.22
AE015924.1_from_1665972_to_2079147_total_413176_282	EC:2.7.7.6
AE015924.1_from_1665972_to_2079147_total_413176_322	EC:6.1.1.18
AE015924.1_from_2079179_to_2343445_total_264267_4	EC:3.1.1.96
AE015924.1_from_2079179_to_2343445_total_264267_11	None
AE015924.1_from_2079179_to_2343445_total_264267_22	EC:3.1.12.1
AE015924.1_from_2079179_to_2343445_total_264267_30	EC:2.1.2.9
AE015924.1_from_2079179_to_2343445_total_264267_31	EC:3.2.1.169
AE015924.1_from_2079179_to_2343445_total_264267_33	None
AE015924.1_from_2079179_to_2343445_total_264267_42	EC:2.1.1.228
AE015924.1_from_2079179_to_2343445_total_264267_50	EC:6.3.4.19
AE015924.1_from_2079179_to_2343445_total_264267_55	EC:4.3.3.7
AE015924.1_from_2079179_to_2343445_total_264267_62	EC:2.1.1.45
AE015924.1_from_2079179_to_2343445_total_264267_63	EC:1.5.1.3
AE015924.1_from_2079179_to_2343445_total_264267_64	EC:6.1.1.21
AE015924.1_from_2079179_to_2343445_total_264267_66	EC:2.1.1.192
AE015924.1_from_2079179_to_2343445_total_264267_68	EC:1.1.1.262
AE015924.1_from_2079179_to_2343445_total_264267_81	EC:2.6.1.62
AE015924.1_from_2079179_to_2343445_total_264267_82	EC:2.8.1.6
AE015924.1_from_2079179_to_2343445_total_264267_86	EC:6.1.1.2
AE015924.1_from_2079179_to_2343445_total_264267_97	EC:2.7.6.1
AE015924.1_from_2079179_to_2343445_total_264267_131	EC:2.3.1.180
AE015924.1_from_2079179_to_2343445_total_264267_137	EC:2.4.2.22
AE015924.1_from_2079179_to_2343445_total_264267_149	EC:2.4.1.182
AE015924.1_from_2079179_to_2343445_total_264267_150	EC:3.1.3.5
AE015924.1_from_2079179_to_2343445_total_264267_152	EC:6.1.1.14
AE015924.1_from_2079179_to_2343445_total_264267_171	EC:7.2.1.1
AE015924.1_from_2079179_to_2343445_total_264267_186	EC:3.5.1.88
CP002689.1_from_13_to_2186368_total_2186356_4	EC:6.1.1.9
CP002689.1_from_13_to_2186368_total_2186356_11	EC:2.1.1.133
CP002689.1_from_13_to_2186368_total_2186356_12	EC:2.1.1.132
CP002689.1_from_13_to_2186368_total_2186356_13	EC:2.1.1.131
CP002689.1_from_13_to_2186368_total_2186356_18	EC:6.3.5.11
CP002689.1_from_13_to_2186368_total_2186356_19	EC:2.1.1.195
CP002689.1_from_13_to_2186368_total_2186356_20	None
CP002689.1_from_13_to_2186368_total_2186356_24	EC:6.3.5.1
CP002689.1_from_13_to_2186368_total_2186356_25	EC:2.5.1.29;EC:2.5.1.30;EC:2.5.1.90
CP002689.1_from_13_to_2186368_total_2186356_35	EC:3.5.3.12
CP002689.1_from_13_to_2186368_total_2186356_36	EC:3.5.1.77
CP002689.1_from_13_to_2186368_total_2186356_38	EC:2.5.1.78
CP002689.1_from_13_to_2186368_total_2186356_42	EC:4.2.1.10
CP002689.1_from_13_to_2186368_total_2186356_56	EC:4.1.2.25
CP002689.1_from_13_to_2186368_total_2186356_58	EC:4.3.1.17
CP002689.1_from_13_to_2186368_total_2186356_59	EC:2.7.7.24
CP002689.1_from_13_to_2186368_total_2186356_62	None
CP002689.1_from_13_to_2186368_total_2186356_77	EC:3.4.24.71
CP002689.1_from_13_to_2186368_total_2186356_79	EC:4.4.1.21
CP002689.1_from_13_to_2186368_total_2186356_80	EC:3.4.13.21
CP002689.1_from_13_to_2186368_total_2186356_81	EC:5.6.2.2
CP002689.1_from_13_to_2186368_total_2186356_87	EC:6.1.1.5
CP002689.1_from_13_to_2186368_total_2186356_89	EC:3.4.23.36
CP002689.1_from_13_to_2186368_total_2186356_91	EC:6.1.1.7
CP002689.1_from_13_to_2186368_total_2186356_92	EC:4.2.3.4
CP002689.1_from_13_to_2186368_total_2186356_93	EC:3.1.5.1
CP002689.1_from_13_to_2186368_total_2186356_118	EC:2.4.1.54;EC:2.4.1.83
CP002689.1_from_13_to_2186368_total_2186356_119	EC:3.5.2.3
CP002689.1_from_13_to_2186368_total_2186356_120	EC:5.1.99.1
CP002689.1_from_13_to_2186368_total_2186356_121	EC:2.1.3.1;EC:4.1.1.41;EC:6.4.1.3
CP002689.1_from_13_to_2186368_total_2186356_123	EC:4.1.1.70
CP002689.1_from_13_to_2186368_total_2186356_126	EC:1.11.1.24
CP002689.1_from_13_to_2186368_total_2186356_142	EC:6.1.1.15
CP002689.1_from_13_to_2186368_total_2186356_143	EC:6.3.4.20
CP002689.1_from_13_to_2186368_total_2186356_145	EC:3.1.21.2
CP002689.1_from_13_to_2186368_total_2186356_156	EC:7.2.1.1
CP002689.1_from_13_to_2186368_total_2186356_159	EC:7.2.1.1
CP002689.1_from_13_to_2186368_total_2186356_160	EC:7.2.1.1
CP002689.1_from_13_to_2186368_total_2186356_161	EC:7.2.1.1
CP002689.1_from_13_to_2186368_total_2186356_167	None
CP002689.1_from_13_to_2186368_total_2186356_168	EC:6.3.2.13
CP002689.1_from_13_to_2186368_total_2186356_169	EC:2.7.8.13
CP002689.1_from_13_to_2186368_total_2186356_170	EC:6.3.2.9
CP002689.1_from_13_to_2186368_total_2186356_173	EC:2.1.1.163
CP002689.1_from_13_to_2186368_total_2186356_174	EC:6.3.2.6
CP002689.1_from_13_to_2186368_total_2186356_181	EC:4.1.1.11
CP002689.1_from_13_to_2186368_total_2186356_189	EC:2.7.8.26
CP002689.1_from_13_to_2186368_total_2186356_196	None
CP002689.1_from_13_to_2186368_total_2186356_208	EC:2.6.1.62
CP002689.1_from_13_to_2186368_total_2186356_209	EC:1.3.3.15
CP002689.1_from_13_to_2186368_total_2186356_210	EC:4.2.3.5
CP002689.1_from_13_to_2186368_total_2186356_211	EC:5.2.1.8
CP002689.1_from_13_to_2186368_total_2186356_213	EC:2.4.2.9
CP002689.1_from_13_to_2186368_total_2186356_215	EC:2.4.1.182
CP002689.1_from_13_to_2186368_total_2186356_216	EC:3.1.3.5
CP002689.1_from_13_to_2186368_total_2186356_217	EC:5.2.1.8
CP002689.1_from_13_to_2186368_total_2186356_218	EC:6.1.1.14
CP002689.1_from_13_to_2186368_total_2186356_223	EC:3.6.3.3
CP002689.1_from_13_to_2186368_total_2186356_227	None
CP002689.1_from_13_to_2186368_total_2186356_230	EC:6.1.1.10
CP002689.1_from_13_to_2186368_total_2186356_236	EC:6.3.4.13
CP002689.1_from_13_to_2186368_total_2186356_238	EC:2.1.1.173
CP002689.1_from_13_to_2186368_total_2186356_239	EC:6.3.4.19
CP002689.1_from_13_to_2186368_total_2186356_242	EC:6.1.1.12
CP002689.1_from_13_to_2186368_total_2186356_246	EC:2.2.1.1
CP002689.1_from_13_to_2186368_total_2186356_258	EC:1.4.3.16
CP002689.1_from_13_to_2186368_total_2186356_259	EC:2.4.2.19
CP002689.1_from_13_to_2186368_total_2186356_260	EC:2.5.1.72
CP002689.1_from_13_to_2186368_total_2186356_262	EC:6.1.1.11
CP002689.1_from_13_to_2186368_total_2186356_267	EC:2.7.1.71
CP002689.1_from_13_to_2186368_total_2186356_287	EC:6.1.1.1
CP002689.1_from_13_to_2186368_total_2186356_289	EC:2.7.1.48
CP002689.1_from_13_to_2186368_total_2186356_294	EC:2.1.2.2
CP002689.1_from_13_to_2186368_total_2186356_296	EC:2.3.1.179
CP002689.1_from_13_to_2186368_total_2186356_297	EC:3.1.26.3
CP002689.1_from_13_to_2186368_total_2186356_304	EC:2.7.1.148
CP002689.1_from_13_to_2186368_total_2186356_307	EC:3.5.4.9
CP002689.1_from_13_to_2186368_total_2186356_317	EC:5.6.2.1
CP002689.1_from_13_to_2186368_total_2186356_319	EC:6.2.1.3
CP002689.1_from_13_to_2186368_total_2186356_324	EC:6.5.1.2
CP002689.1_from_13_to_2186368_total_2186356_332	EC:2.7.7.6
CP002689.1_from_13_to_2186368_total_2186356_337	EC:3.4.11.18
CP002689.1_from_13_to_2186368_total_2186356_374	EC:4.2.1.2;EC:4.2.1.32
CP002689.1_from_13_to_2186368_total_2186356_375	EC:4.2.1.2
CP002689.1_from_13_to_2186368_total_2186356_379	EC:2.7.7.7
CP002689.1_from_13_to_2186368_total_2186356_380	EC:4.1.1.23
CP002689.1_from_13_to_2186368_total_2186356_382	EC:3.5.1.108;EC:4.2.1.59
CP002689.1_from_13_to_2186368_total_2186356_383	EC:2.3.1.129
CP002689.1_from_13_to_2186368_total_2186356_384	EC:4.2.1.136;EC:5.1.99.6
CP002689.1_from_13_to_2186368_total_2186356_387	EC:2.7.7.8
CP002689.1_from_13_to_2186368_total_2186356_391	EC:2.5.1.17
CP002689.1_from_13_to_2186368_total_2186356_406	EC:2.6.1.42
CP002689.1_from_13_to_2186368_total_2186356_421	EC:1.1.1.271
CP002689.1_from_13_to_2186368_total_2186356_431	EC:1.2.1.76
CP002689.1_from_13_to_2186368_total_2186356_432	EC:1.1.1.1;EC:1.1.1.61
CP002689.1_from_13_to_2186368_total_2186356_434	EC:4.2.1.120;EC:5.3.3.3
CP002689.1_from_13_to_2186368_total_2186356_440	EC:3.1.1.96
CP002689.1_from_13_to_2186368_total_2186356_442	EC:4.1.2.4
CP002689.1_from_13_to_2186368_total_2186356_451	EC:3.1.1.29
CP002689.1_from_13_to_2186368_total_2186356_454	EC:1.7.99.1
CP002689.1_from_13_to_2186368_total_2186356_464	EC:2.6.99.2
CP002689.1_from_13_to_2186368_total_2186356_468	EC:1.1.1.133
CP002689.1_from_13_to_2186368_total_2186356_475	EC:2.7.4.3
CP002689.1_from_13_to_2186368_total_2186356_481	None
CP002689.1_from_13_to_2186368_total_2186356_484	EC:2.1.1.228
CP002689.1_from_13_to_2186368_total_2186356_487	EC:6.3.3.2
CP002689.1_from_13_to_2186368_total_2186356_488	EC:4.4.1.11
CP002689.1_from_13_to_2186368_total_2186356_493	EC:2.2.1.2
CP002689.1_from_13_to_2186368_total_2186356_495	EC:3.4.11.9
CP002689.1_from_13_to_2186368_total_2186356_497	EC:2.4.1.21
CP002689.1_from_13_to_2186368_total_2186356_498	EC:1.2.7.1;EC:1.2.7.3
CP002689.1_from_13_to_2186368_total_2186356_499	EC:1.2.7.3
CP002689.1_from_13_to_2186368_total_2186356_500	EC:6.1.1.4
CP002689.1_from_13_to_2186368_total_2186356_506	EC:3.6.3.25
CP002689.1_from_13_to_2186368_total_2186356_507	EC:5.4.99.2
CP002689.1_from_13_to_2186368_total_2186356_508	EC:5.4.99.2
CP002689.1_from_13_to_2186368_total_2186356_513	EC:2.4.2.10
CP002689.1_from_13_to_2186368_total_2186356_518	EC:2.4.1.18
CP002689.1_from_13_to_2186368_total_2186356_519	EC:1.5.1.43;EC:1.5.1.7
CP002689.1_from_13_to_2186368_total_2186356_520	EC:2.3.1.8
CP002689.1_from_13_to_2186368_total_2186356_528	EC:3.1.26.5
CP002689.1_from_13_to_2186368_total_2186356_529	EC:4.2.1.75
CP002689.1_from_13_to_2186368_total_2186356_531	EC:2.7.1.24
CP002689.1_from_13_to_2186368_total_2186356_536	EC:6.1.1.19
CP002689.1_from_13_to_2186368_total_2186356_545	EC:2.7.8.6
CP002689.1_from_13_to_2186368_total_2186356_553	EC:2.3.1.1;EC:2.8.3.8;EC:2.8.3.9
CP002689.1_from_13_to_2186368_total_2186356_557	EC:5.4.3.2
CP002689.1_from_13_to_2186368_total_2186356_562	EC:2.8.3.8;EC:2.8.3.9
CP002689.1_from_13_to_2186368_total_2186356_563	EC:1.3.8.1
CP002689.1_from_13_to_2186368_total_2186356_566	EC:4.2.1.17
CP002689.1_from_13_to_2186368_total_2186356_567	EC:1.1.1.157
CP002689.1_from_13_to_2186368_total_2186356_569	EC:2.4.1.1
CP002689.1_from_13_to_2186368_total_2186356_576	EC:3.5.1.1
CP002689.1_from_13_to_2186368_total_2186356_582	EC:2.7.7.18
CP002689.1_from_13_to_2186368_total_2186356_584	EC:2.7.1.180
CP002689.1_from_13_to_2186368_total_2186356_609	EC:4.2.1.49
CP002689.1_from_13_to_2186368_total_2186356_613	EC:2.7.7.85
CP002689.1_from_13_to_2186368_total_2186356_614	EC:2.5.1.15
CP002689.1_from_13_to_2186368_total_2186356_615	EC:3.1.2.1
CP002689.1_from_13_to_2186368_total_2186356_621	EC:5.3.1.8
CP002689.1_from_13_to_2186368_total_2186356_623	EC:2.1.1.177
CP002689.1_from_13_to_2186368_total_2186356_625	EC:6.1.1.2
CP002689.1_from_13_to_2186368_total_2186356_632	EC:1.8.1.9
CP002689.1_from_13_to_2186368_total_2186356_640	None
CP002689.1_from_13_to_2186368_total_2186356_641	EC:3.2.1.52
CP002689.1_from_13_to_2186368_total_2186356_657	EC:2.2.1.7
CP002689.1_from_13_to_2186368_total_2186356_673	EC:3.4.16.4
CP002689.1_from_13_to_2186368_total_2186356_677	EC:2.1.2.3;EC:3.5.4.10
CP002689.1_from_13_to_2186368_total_2186356_678	EC:1.1.1.37
CP002689.1_from_13_to_2186368_total_2186356_679	EC:1.15.1.1
CP002689.1_from_13_to_2186368_total_2186356_696	EC:6.1.1.20
CP002689.1_from_13_to_2186368_total_2186356_697	EC:4.2.99.18
CP002689.1_from_13_to_2186368_total_2186356_703	EC:3.5.1.88
CP002689.1_from_13_to_2186368_total_2186356_706	None
CP002689.1_from_13_to_2186368_total_2186356_711	EC:1.12.7.2
CP002689.1_from_13_to_2186368_total_2186356_716	EC:2.7.7.6
CP002689.1_from_13_to_2186368_total_2186356_717	EC:2.7.7.6
CP002689.1_from_13_to_2186368_total_2186356_726	EC:3.5.1.18
CP002689.1_from_13_to_2186368_total_2186356_727	EC:3.5.4.28;EC:3.5.4.31
CP002689.1_from_13_to_2186368_total_2186356_728	EC:2.4.2.1
CP002689.1_from_13_to_2186368_total_2186356_730	None
CP002689.1_from_13_to_2186368_total_2186356_734	EC:2.1.1.72
CP002689.1_from_13_to_2186368_total_2186356_735	EC:2.1.1.72
CP002689.1_from_13_to_2186368_total_2186356_739	EC:2.3.1.47
CP002689.1_from_13_to_2186368_total_2186356_741	EC:5.2.1.8
CP002689.1_from_13_to_2186368_total_2186356_742	EC:5.2.1.8
CP002689.1_from_13_to_2186368_total_2186356_743	EC:5.2.1.8
CP002689.1_from_13_to_2186368_total_2186356_744	EC:6.1.1.21
CP002689.1_from_13_to_2186368_total_2186356_745	EC:1.5.1.3
