sequence_ID	prediction
CP002427.1_from_28_to_1871115_total_1871088_529	EC:6.3.1.5
CP002427.1_from_28_to_1871115_total_1871088_532	None
CP002427.1_from_28_to_1871115_total_1871088_534	EC:2.7.8.12
CP002427.1_from_28_to_1871115_total_1871088_540	EC:6.5.1.2
CP002427.1_from_28_to_1871115_total_1871088_543	EC:6.3.5.7
CP002427.1_from_28_to_1871115_total_1871088_610	EC:5.3.1.6
CP002427.1_from_28_to_1871115_total_1871088_623	EC:2.8.1.7
CP002427.1_from_28_to_1871115_total_1871088_679	EC:2.7.1.23
CP002427.1_from_28_to_1871115_total_1871088_689	EC:2.1.1.207
CP002427.1_from_28_to_1871115_total_1871088_696	EC:2.7.8.5
CP002427.1_from_28_to_1871115_total_1871088_708	EC:2.5.1.145
CP002427.1_from_28_to_1871115_total_1871088_711	EC:5.4.2.2
CP002427.1_from_28_to_1871115_total_1871088_718	EC:3.4.21.92
CP002427.1_from_28_to_1871115_total_1871088_729	EC:2.7.2.3
CP002427.1_from_28_to_1871115_total_1871088_730	EC:5.3.1.1
CP002427.1_from_28_to_1871115_total_1871088_734	EC:3.2.2.27
CP002427.1_from_28_to_1871115_total_1871088_737	EC:2.7.7.7
CP002427.1_from_28_to_1871115_total_1871088_738	EC:1.3.1.98
CP002427.1_from_28_to_1871115_total_1871088_739	EC:7.6.2.11
CP002427.1_from_28_to_1871115_total_1871088_745	EC:5.4.2.10
CP002427.1_from_28_to_1871115_total_1871088_754	EC:3.2.1.86
CP002427.1_from_28_to_1871115_total_1871088_781	EC:5.3.1.9
CP002427.1_from_28_to_1871115_total_1871088_789	EC:2.7.1.21
CP002427.1_from_28_to_1871115_total_1871088_793	EC:2.4.2.9
CP002427.1_from_28_to_1871115_total_1871088_798	EC:7.1.2.2
CP002427.1_from_28_to_1871115_total_1871088_800	EC:7.1.2.2
CP002427.1_from_28_to_1871115_total_1871088_814	EC:2.8.1.4
CP002427.1_from_28_to_1871115_total_1871088_829	None
CP002427.1_from_28_to_1871115_total_1871088_835	EC:6.1.1.9
CP002427.1_from_28_to_1871115_total_1871088_839	None
CP002427.1_from_28_to_1871115_total_1871088_853	EC:2.7.8.13
CP002427.1_from_28_to_1871115_total_1871088_854	EC:6.3.2.9
CP002427.1_from_28_to_1871115_total_1871088_855	EC:2.4.1.227
CP002427.1_from_28_to_1871115_total_1871088_863	EC:6.1.1.5
CP002427.1_from_28_to_1871115_total_1871088_870	EC:2.8.1.13
CP002427.1_from_28_to_1871115_total_1871088_877	EC:3.5.1.88
CP002427.1_from_28_to_1871115_total_1871088_882	EC:2.7.7.3
CP002427.1_from_28_to_1871115_total_1871088_892	EC:5.2.1.8
CP002427.1_from_28_to_1871115_total_1871088_899	EC:4.1.1.20
CP002427.1_from_28_to_1871115_total_1871088_900	EC:2.3.1.89
CP002427.1_from_28_to_1871115_total_1871088_901	EC:3.5.1.47
CP002427.1_from_28_to_1871115_total_1871088_902	EC:4.3.3.7
CP002427.1_from_28_to_1871115_total_1871088_903	EC:1.17.1.8
CP002427.1_from_28_to_1871115_total_1871088_914	EC:3.2.1.86;EC:5.3.1.5
CP002427.1_from_28_to_1871115_total_1871088_918	None
CP002427.1_from_28_to_1871115_total_1871088_926	None
CP002427.1_from_28_to_1871115_total_1871088_932	None
CP002427.1_from_28_to_1871115_total_1871088_936	EC:4.2.1.11
CP002427.1_from_28_to_1871115_total_1871088_943	EC:2.1.1.45
CP002427.1_from_28_to_1871115_total_1871088_944	EC:1.5.1.3
CP002427.1_from_28_to_1871115_total_1871088_955	EC:1.3.1.6;EC:1.3.99.1
CP002427.1_from_28_to_1871115_total_1871088_972	EC:1.1.1.27
CP002427.1_from_28_to_1871115_total_1871088_1005	EC:6.1.1.21
CP002427.1_from_28_to_1871115_total_1871088_1006	EC:6.1.1.12
CP002427.1_from_28_to_1871115_total_1871088_1015	None
CP002427.1_from_28_to_1871115_total_1871088_1020	EC:1.1.1.95
CP002427.1_from_28_to_1871115_total_1871088_1027	EC:3.1.26.11
CP002427.1_from_28_to_1871115_total_1871088_1028	EC:1.1.1.100
CP002427.1_from_28_to_1871115_total_1871088_1034	EC:2.7.1.11
CP002427.1_from_28_to_1871115_total_1871088_1044	EC:2.7.4.25
CP002427.1_from_28_to_1871115_total_1871088_1050	EC:2.7.7.72
CP002427.1_from_28_to_1871115_total_1871088_1056	EC:3.1.26.4
CP002427.1_from_28_to_1871115_total_1871088_1059	EC:2.1.1.74
CP002427.1_from_28_to_1871115_total_1871088_1077	None
CP002427.1_from_28_to_1871115_total_1871088_1123	None
CP002427.1_from_28_to_1871115_total_1871088_1141	EC:2.1.1.10
CP002427.1_from_28_to_1871115_total_1871088_1159	EC:4.1.1.31
CP002427.1_from_28_to_1871115_total_1871088_1170	EC:3.5.4.16
CP002427.1_from_28_to_1871115_total_1871088_1172	EC:2.5.1.15
CP002427.1_from_28_to_1871115_total_1871088_1210	EC:3.6.1.1
CP002427.1_from_28_to_1871115_total_1871088_1211	EC:5.2.1.8
CP002427.1_from_28_to_1871115_total_1871088_1216	None
CP002427.1_from_28_to_1871115_total_1871088_1229	None
CP002427.1_from_28_to_1871115_total_1871088_1236	None
CP002427.1_from_28_to_1871115_total_1871088_1241	EC:3.1.22.4
CP002427.1_from_28_to_1871115_total_1871088_1245	EC:6.1.1.22
CP002427.1_from_28_to_1871115_total_1871088_1248	EC:3.6.4.12
CP002427.1_from_28_to_1871115_total_1871088_1249	EC:2.4.1.1
CP002427.1_from_28_to_1871115_total_1871088_1253	EC:5.3.3.2
CP002427.1_from_28_to_1871115_total_1871088_1260	EC:2.7.1.25
CP002427.1_from_28_to_1871115_total_1871088_1269	EC:3.4.11.4
CP002427.1_from_28_to_1871115_total_1871088_1277	EC:6.1.1.14
CP002427.1_from_28_to_1871115_total_1871088_1298	EC:2.1.3.3
CP002427.1_from_28_to_1871115_total_1871088_1300	EC:3.5.3.6
CP002427.1_from_28_to_1871115_total_1871088_1301	EC:3.5.3.6
CP002427.1_from_28_to_1871115_total_1871088_1312	EC:2.5.1.47
CP002427.1_from_28_to_1871115_total_1871088_1316	EC:3.6.5.n1
CP002427.1_from_28_to_1871115_total_1871088_1324	EC:5.4.99.25
CP002427.1_from_28_to_1871115_total_1871088_1332	EC:6.1.1.15
CP002427.1_from_28_to_1871115_total_1871088_1337	EC:2.7.4.22
CP002427.1_from_28_to_1871115_total_1871088_1351	EC:3.4.21.88
CP002427.1_from_28_to_1871115_total_1871088_1356	EC:2.1.1.228
CP002427.1_from_28_to_1871115_total_1871088_1367	EC:3.1.26.3
CP002427.1_from_28_to_1871115_total_1871088_1376	EC:2.3.1.274
CP002427.1_from_28_to_1871115_total_1871088_1388	EC:2.1.2.9
CP002427.1_from_28_to_1871115_total_1871088_1390	EC:2.7.7.6
CP002427.1_from_28_to_1871115_total_1871088_1391	EC:2.7.4.8
CP002427.1_from_28_to_1871115_total_1871088_1398	EC:3.1.11.6
CP002427.1_from_28_to_1871115_total_1871088_1399	EC:1.5.1.5;EC:3.5.4.9
CP002427.1_from_28_to_1871115_total_1871088_1415	EC:3.4.14.11
CP002427.1_from_28_to_1871115_total_1871088_1442	EC:3.5.2.3
CP002427.1_from_28_to_1871115_total_1871088_1443	EC:2.1.3.2
CP002427.1_from_28_to_1871115_total_1871088_1445	EC:1.3.1.14
CP002427.1_from_28_to_1871115_total_1871088_1469	EC:2.6.1.52
CP002427.1_from_28_to_1871115_total_1871088_1518	EC:2.7.7.12
CP002427.1_from_28_to_1871115_total_1871088_1519	EC:2.7.1.6
CP002427.1_from_28_to_1871115_total_1871088_1539	EC:6.3.4.13
CP002427.1_from_28_to_1871115_total_1871088_1540	EC:2.1.2.3;EC:3.5.4.10
CP002427.1_from_28_to_1871115_total_1871088_1541	EC:6.3.3.1
CP002427.1_from_28_to_1871115_total_1871088_1543	EC:6.3.5.3
CP002427.1_from_28_to_1871115_total_1871088_1546	EC:6.3.2.6
CP002427.1_from_28_to_1871115_total_1871088_1547	EC:6.3.4.18
CP002427.1_from_28_to_1871115_total_1871088_1550	EC:4.2.1.10
CP002427.1_from_28_to_1871115_total_1871088_1552	EC:1.1.1.25
CP002427.1_from_28_to_1871115_total_1871088_1562	EC:3.2.1.23
CP002427.1_from_28_to_1871115_total_1871088_1563	EC:3.2.1.23
CP002427.1_from_28_to_1871115_total_1871088_1564	EC:5.1.3.2
CP002427.1_from_28_to_1871115_total_1871088_1577	EC:2.5.1.75
CP002427.1_from_28_to_1871115_total_1871088_1591	EC:6.1.1.20
CP002427.1_from_28_to_1871115_total_1871088_1592	EC:6.1.1.20
CP002427.1_from_28_to_1871115_total_1871088_1610	None
CP002427.1_from_28_to_1871115_total_1871088_1617	EC:6.1.1.3
CP002427.1_from_28_to_1871115_total_1871088_1622	EC:3.2.2.23;EC:4.2.99.18
CP002427.1_from_28_to_1871115_total_1871088_1636	EC:6.3.2.8
CP002427.1_from_28_to_1871115_total_1871088_1654	EC:2.1.1.33
CP002427.1_from_28_to_1871115_total_1871088_1675	EC:2.4.2.52
CP002427.1_from_28_to_1871115_total_1871088_1692	EC:6.1.1.19
CP002427.1_from_28_to_1871115_total_1871088_1718	EC:1.8.1.9
CP002427.1_from_28_to_1871115_total_1871088_1730	EC:6.1.1.4
CP002427.1_from_28_to_1871115_total_1871088_1733	None
CP002427.1_from_28_to_1871115_total_1871088_1737	EC:2.5.1.6
CP002427.1_from_28_to_1871115_total_1871088_1763	EC:6.1.1.11
CP002427.1_from_28_to_1871115_total_1871088_1801	EC:3.1.1.2
CP002427.1_from_28_to_1871115_total_1871088_1915	None
CP002427.1_from_28_to_1871115_total_1871088_1923	EC:3.4.11.2
CP002427.1_from_28_to_1871115_total_1871088_1937	EC:4.4.1.21
CP002427.1_from_28_to_1871115_total_1871088_1950	EC:2.1.3.15
CP002427.1_from_28_to_1871115_total_1871088_1958	EC:2.3.1.180
CP002427.1_from_28_to_1871115_total_1871088_1960	EC:4.2.1.59
CP002427.1_from_28_to_1871115_total_1871088_1987	EC:1.16.1.1
CP002427.1_from_28_to_1871115_total_1871088_2029	EC:6.3.4.4
CP002427.1_from_28_to_1871115_total_1871088_2030	EC:1.7.1.7
CP002427.1_from_28_to_1871115_total_1871088_2032	EC:6.3.1.1
CP002427.1_from_28_to_1871115_total_1871088_2078	EC:3.6.3.3
CP002427.1_from_28_to_1871115_total_1871088_2094	EC:3.5.99.6
CP002427.1_from_28_to_1871115_total_1871088_2098	EC:2.7.1.113
CP002427.1_from_28_to_1871115_total_1871088_2099	EC:2.7.1.113
CP002427.1_from_28_to_1871115_total_1871088_2127	EC:3.1.26.5
CP012187.1_from_25_to_2770404_total_2770380_2	EC:2.7.13.3;EC:2.7.7.7
CP012187.1_from_25_to_2770404_total_2770380_56	EC:4.2.1.20
CP012187.1_from_25_to_2770404_total_2770380_59	EC:4.1.1.48
CP012187.1_from_25_to_2770404_total_2770380_82	EC:4.3.3.7
CP012187.1_from_25_to_2770404_total_2770380_84	EC:2.3.1.89
CP012187.1_from_25_to_2770404_total_2770380_85	EC:4.1.1.20
CP012187.1_from_25_to_2770404_total_2770380_87	EC:5.1.1.7
CP012187.1_from_25_to_2770404_total_2770380_109	None
CP012187.1_from_25_to_2770404_total_2770380_110	EC:3.2.1.23
CP012187.1_from_25_to_2770404_total_2770380_111	EC:3.2.1.23
CP012187.1_from_25_to_2770404_total_2770380_134	EC:6.3.4.4
CP012187.1_from_25_to_2770404_total_2770380_137	EC:3.6.3.6;EC:3.6.3.8
CP012187.1_from_25_to_2770404_total_2770380_159	EC:6.3.2.4
CP012187.1_from_25_to_2770404_total_2770380_187	EC:2.7.2.1
CP012187.1_from_25_to_2770404_total_2770380_188	EC:3.1.3.16
CP012187.1_from_25_to_2770404_total_2770380_228	EC:3.4.19.3
CP012187.1_from_25_to_2770404_total_2770380_242	EC:2.7.13.3
CP012187.1_from_25_to_2770404_total_2770380_292	EC:2.4.2.1
CP012187.1_from_25_to_2770404_total_2770380_317	EC:2.7.1.69
CP012187.1_from_25_to_2770404_total_2770380_323	EC:3.4.11.4
CP012187.1_from_25_to_2770404_total_2770380_358	None
CP012187.1_from_25_to_2770404_total_2770380_361	EC:3.2.1.122
CP012187.1_from_25_to_2770404_total_2770380_375	EC:2.7.1.69
CP012187.1_from_25_to_2770404_total_2770380_406	EC:2.7.1.69
CP012187.1_from_25_to_2770404_total_2770380_407	EC:3.2.1.177
CP012187.1_from_25_to_2770404_total_2770380_409	EC:3.2.1.10
CP012187.1_from_25_to_2770404_total_2770380_484	EC:2.3.1.30
CP012187.1_from_25_to_2770404_total_2770380_580	EC:1.5.1.20
CP012187.1_from_25_to_2770404_total_2770380_590	EC:1.1.1.27;EC:1.1.1.44
CP012187.1_from_25_to_2770404_total_2770380_623	EC:2.7.1.6
CP012187.1_from_25_to_2770404_total_2770380_624	EC:5.1.3.2
CP012187.1_from_25_to_2770404_total_2770380_625	EC:2.7.7.12
CP012187.1_from_25_to_2770404_total_2770380_630	EC:2.7.1.69
CP012187.1_from_25_to_2770404_total_2770380_670	EC:3.6.3.8
CP012187.1_from_25_to_2770404_total_2770380_684	EC:3.4.21.88
CP012187.1_from_25_to_2770404_total_2770380_705	EC:2.7.4.6
CP012187.1_from_25_to_2770404_total_2770380_707	EC:3.4.11.5
CP012187.1_from_25_to_2770404_total_2770380_711	None
CP012187.1_from_25_to_2770404_total_2770380_721	EC:4.4.1.21
CP012187.1_from_25_to_2770404_total_2770380_723	EC:3.6.4.12
CP012187.1_from_25_to_2770404_total_2770380_724	EC:3.6.4.12
CP012187.1_from_25_to_2770404_total_2770380_736	EC:6.1.1.7
CP012187.1_from_25_to_2770404_total_2770380_768	EC:6.3.4.15
CP012187.1_from_25_to_2770404_total_2770380_782	EC:1.18.1.2
CP012187.1_from_25_to_2770404_total_2770380_823	EC:2.5.1.6
CP012187.1_from_25_to_2770404_total_2770380_829	EC:6.1.1.4
CP012187.1_from_25_to_2770404_total_2770380_839	EC:4.4.1.8
CP012187.1_from_25_to_2770404_total_2770380_840	EC:3.1.4.17;EC:3.1.4.53
CP012187.1_from_25_to_2770404_total_2770380_847	EC:2.7.1.23
CP012187.1_from_25_to_2770404_total_2770380_851	EC:3.6.1.27
CP012187.1_from_25_to_2770404_total_2770380_853	EC:2.7.1.69
CP012187.1_from_25_to_2770404_total_2770380_895	EC:1.1.1.94
CP012187.1_from_25_to_2770404_total_2770380_912	EC:3.4.21.92
CP012187.1_from_25_to_2770404_total_2770380_917	EC:2.7.2.3
CP012187.1_from_25_to_2770404_total_2770380_918	EC:5.3.1.1
CP012187.1_from_25_to_2770404_total_2770380_932	EC:5.4.2.6
CP012187.1_from_25_to_2770404_total_2770380_933	EC:3.6.3.20
CP012187.1_from_25_to_2770404_total_2770380_946	EC:3.6.3.20
CP012187.1_from_25_to_2770404_total_2770380_950	EC:3.2.2.27
CP012187.1_from_25_to_2770404_total_2770380_960	EC:3.1.11.2
CP012187.1_from_25_to_2770404_total_2770380_965	EC:7.6.2.11
CP012187.1_from_25_to_2770404_total_2770380_976	EC:5.4.2.10
CP012187.1_from_25_to_2770404_total_2770380_1043	EC:6.5.1.2
CP012187.1_from_25_to_2770404_total_2770380_1046	EC:6.3.5.7
CP012187.1_from_25_to_2770404_total_2770380_1094	EC:2.7.1.69
CP012187.1_from_25_to_2770404_total_2770380_1108	EC:2.4.2.22
CP012187.1_from_25_to_2770404_total_2770380_1118	EC:5.3.1.9
CP012187.1_from_25_to_2770404_total_2770380_1149	EC:2.1.2.1
CP012187.1_from_25_to_2770404_total_2770380_1150	EC:2.4.2.9
CP012187.1_from_25_to_2770404_total_2770380_1155	EC:7.1.2.2
CP012187.1_from_25_to_2770404_total_2770380_1157	EC:7.1.2.2
CP012187.1_from_25_to_2770404_total_2770380_1201	EC:3.1.3.15
CP012187.1_from_25_to_2770404_total_2770380_1233	EC:2.8.1.7
CP012187.1_from_25_to_2770404_total_2770380_1234	EC:2.8.1.4
CP012187.1_from_25_to_2770404_total_2770380_1238	EC:6.1.1.9
CP012187.1_from_25_to_2770404_total_2770380_1239	EC:6.3.2.17
CP012187.1_from_25_to_2770404_total_2770380_1249	EC:3.6.3.28
CP012187.1_from_25_to_2770404_total_2770380_1255	EC:2.1.1.199
CP012187.1_from_25_to_2770404_total_2770380_1257	EC:2.4.1.129
CP012187.1_from_25_to_2770404_total_2770380_1258	EC:2.7.8.13
CP012187.1_from_25_to_2770404_total_2770380_1259	EC:6.3.2.9
CP012187.1_from_25_to_2770404_total_2770380_1260	EC:2.4.1.227
CP012187.1_from_25_to_2770404_total_2770380_1268	EC:6.1.1.5
CP012187.1_from_25_to_2770404_total_2770380_1285	EC:2.8.1.13
CP012187.1_from_25_to_2770404_total_2770380_1296	EC:3.5.1.88
CP012187.1_from_25_to_2770404_total_2770380_1310	EC:2.7.7.3
CP012187.1_from_25_to_2770404_total_2770380_1323	EC:5.2.1.8
CP012187.1_from_25_to_2770404_total_2770380_1332	EC:2.7.1.144
CP012187.1_from_25_to_2770404_total_2770380_1336	EC:3.1.26.11
CP012187.1_from_25_to_2770404_total_2770380_1347	EC:2.7.1.11
CP012187.1_from_25_to_2770404_total_2770380_1368	EC:2.7.7.72
CP012187.1_from_25_to_2770404_total_2770380_1371	EC:2.1.1.45
CP012187.1_from_25_to_2770404_total_2770380_1383	EC:3.1.26.4
CP012187.1_from_25_to_2770404_total_2770380_1388	EC:2.1.1.74
CP012187.1_from_25_to_2770404_total_2770380_1390	EC:3.4.25.2
CP012187.1_from_25_to_2770404_total_2770380_1393	EC:2.3.1.275
CP012187.1_from_25_to_2770404_total_2770380_1416	EC:3.5.4.19
CP012187.1_from_25_to_2770404_total_2770380_1417	EC:4.3.2.10
CP012187.1_from_25_to_2770404_total_2770380_1418	EC:5.3.1.16
CP012187.1_from_25_to_2770404_total_2770380_1419	EC:3.5.1.2;EC:4.3.2.10
CP012187.1_from_25_to_2770404_total_2770380_1420	EC:4.2.1.19
CP012187.1_from_25_to_2770404_total_2770380_1422	EC:2.4.2.17
CP012187.1_from_25_to_2770404_total_2770380_1424	EC:2.6.1.9
CP012187.1_from_25_to_2770404_total_2770380_1430	EC:1.1.1.169
CP012187.1_from_25_to_2770404_total_2770380_1435	EC:2.7.2.7
CP012187.1_from_25_to_2770404_total_2770380_1439	EC:1.3.1.14
CP012187.1_from_25_to_2770404_total_2770380_1443	EC:2.1.3.2
CP012187.1_from_25_to_2770404_total_2770380_1451	EC:3.1.26.4
CP012187.1_from_25_to_2770404_total_2770380_1469	EC:3.1.22.4
CP012187.1_from_25_to_2770404_total_2770380_1474	EC:6.1.1.22
CP012187.1_from_25_to_2770404_total_2770380_1479	EC:3.6.4.12
CP012187.1_from_25_to_2770404_total_2770380_1480	EC:3.6.4.12
CP012187.1_from_25_to_2770404_total_2770380_1484	EC:5.3.3.2
CP012187.1_from_25_to_2770404_total_2770380_1485	EC:2.1.1.178
CP012187.1_from_25_to_2770404_total_2770380_1491	EC:2.1.1.217
CP012187.1_from_25_to_2770404_total_2770380_1496	EC:6.1.1.14
CP012187.1_from_25_to_2770404_total_2770380_1511	EC:2.7.11.32;EC:2.7.4.27
CP012187.1_from_25_to_2770404_total_2770380_1515	EC:6.1.1.12
CP012187.1_from_25_to_2770404_total_2770380_1516	EC:6.1.1.21
CP012187.1_from_25_to_2770404_total_2770380_1540	None
CP012187.1_from_25_to_2770404_total_2770380_1545	EC:2.4.2.7
CP012187.1_from_25_to_2770404_total_2770380_1552	EC:3.6.5.n1
CP012187.1_from_25_to_2770404_total_2770380_1562	EC:5.4.99.25
CP012187.1_from_25_to_2770404_total_2770380_1570	EC:2.7.7.7
CP012187.1_from_25_to_2770404_total_2770380_1571	EC:6.1.1.15
CP012187.1_from_25_to_2770404_total_2770380_1573	EC:2.7.7.41
CP012187.1_from_25_to_2770404_total_2770380_1576	EC:2.7.4.22
CP012187.1_from_25_to_2770404_total_2770380_1593	EC:2.1.1.228
CP012187.1_from_25_to_2770404_total_2770380_1610	EC:2.3.1.274
CP012187.1_from_25_to_2770404_total_2770380_1623	EC:2.1.2.9
CP012187.1_from_25_to_2770404_total_2770380_1626	EC:2.7.7.6
CP012187.1_from_25_to_2770404_total_2770380_1635	EC:2.5.1.10;EC:2.5.1.29
CP012187.1_from_25_to_2770404_total_2770380_1637	EC:3.1.11.6
CP012187.1_from_25_to_2770404_total_2770380_1638	EC:1.5.1.5;EC:3.5.4.9
CP012187.1_from_25_to_2770404_total_2770380_1650	EC:3.4.14.11
CP012187.1_from_25_to_2770404_total_2770380_1653	EC:4.1.1.17
CP012187.1_from_25_to_2770404_total_2770380_1659	EC:2.7.1.2
CP012187.1_from_25_to_2770404_total_2770380_1662	EC:2.4.1.129;EC:3.4.16.4
CP012187.1_from_25_to_2770404_total_2770380_1677	EC:3.6.1.7
CP012187.1_from_25_to_2770404_total_2770380_1681	EC:1.1.1.44
CP012187.1_from_25_to_2770404_total_2770380_1706	EC:6.1.1.3
CP012187.1_from_25_to_2770404_total_2770380_1713	EC:3.2.2.23;EC:4.2.99.18
CP012187.1_from_25_to_2770404_total_2770380_1714	EC:2.7.7.7
CP012187.1_from_25_to_2770404_total_2770380_1716	EC:6.3.2.8
CP012187.1_from_25_to_2770404_total_2770380_1721	EC:2.1.1.33
CP012187.1_from_25_to_2770404_total_2770380_1737	EC:3.1.4.46
CP012187.1_from_25_to_2770404_total_2770380_1743	None
CP012187.1_from_25_to_2770404_total_2770380_1750	EC:2.1.2.3;EC:3.5.4.10
CP012187.1_from_25_to_2770404_total_2770380_1755	EC:3.5.1.2;EC:6.3.5.3
CP012187.1_from_25_to_2770404_total_2770380_1757	EC:6.3.2.6
CP012187.1_from_25_to_2770404_total_2770380_1787	EC:1.2.3.3
CP012187.1_from_25_to_2770404_total_2770380_1789	EC:1.1.1.88
CP012187.1_from_25_to_2770404_total_2770380_1808	EC:6.3.4.21
CP012187.1_from_25_to_2770404_total_2770380_1905	EC:6.1.1.11
CP012187.1_from_25_to_2770404_total_2770380_1919	EC:1.15.1.1
CP012187.1_from_25_to_2770404_total_2770380_1928	EC:2.8.3.10;EC:4.1.3.6
CP012187.1_from_25_to_2770404_total_2770380_1929	EC:4.1.3.34;EC:4.1.3.6
CP012187.1_from_25_to_2770404_total_2770380_1957	EC:3.6.1.3;EC:3.6.3.24;EC:3.6.3.27
CP012187.1_from_25_to_2770404_total_2770380_1994	EC:6.3.5.2
CP012187.1_from_25_to_2770404_total_2770380_1995	EC:2.7.1.33
CP012187.1_from_25_to_2770404_total_2770380_2011	EC:3.6.3.28
CP012187.1_from_25_to_2770404_total_2770380_2055	EC:2.4.1.21
CP012187.1_from_25_to_2770404_total_2770380_2057	EC:2.7.7.27
CP012187.1_from_25_to_2770404_total_2770380_2058	EC:2.4.1.18
CP012187.1_from_25_to_2770404_total_2770380_2069	EC:3.1.3.48
CP012187.1_from_25_to_2770404_total_2770380_2074	EC:2.7.7.24
CP012187.1_from_25_to_2770404_total_2770380_2120	None
CP012187.1_from_25_to_2770404_total_2770380_2135	EC:2.1.3.15
CP012187.1_from_25_to_2770404_total_2770380_2141	EC:2.3.1.39
CP012187.1_from_25_to_2770404_total_2770380_2157	EC:7.6.2.2
CP012187.1_from_25_to_2770404_total_2770380_2169	EC:1.2.3.3
CP012187.1_from_25_to_2770404_total_2770380_2176	EC:2.7.1.39
CP012187.1_from_25_to_2770404_total_2770380_2198	EC:2.7.2.1
CP012187.1_from_25_to_2770404_total_2770380_2207	EC:1.4.1.1
CP012187.1_from_25_to_2770404_total_2770380_2212	None
