sequence_ID	prediction
CP011147.1_from_2678821_to_2680184_total_1364_2	EC:1.3.8.-
CP003191.1_from_1026524_to_1031361_total_4838_4	EC:1.17.7.4
CP003191.1_from_1155556_to_1159891_total_4336_3	EC:2.5.1.101
CP003191.1_from_1389763_to_1391809_total_2047_1	EC:3.2.1.22;EC:3.2.1.n1;EC:3.2.1.n2
CP003191.1_from_2957380_to_2959184_total_1805_2	EC:1.1.1.371
CP013955.1_from_60_to_2910938_total_2910879_900	EC:1.4.1.2
CP013955.1_from_60_to_2910938_total_2910879_1138	EC:1.14.99.48
CP013955.1_from_60_to_2910938_total_2910879_2033	EC:3.1.4.3
CP013955.1_from_60_to_2910938_total_2910879_2526	EC:5.4.2.2
CP013955.1_from_60_to_2910938_total_2910879_2562	EC:3.4.22.70
CP013955.1_from_60_to_2910938_total_2910879_2677	EC:3.4.24.29
CP014016.1_from_1143408_to_1260788_total_117381_24	EC:2.6.1.-
CP014016.1_from_1340900_to_1409121_total_68222_23	EC:1.14.99.48
CP014016.1_from_1821332_to_2003215_total_181884_86	EC:1.4.1.13
CP009418.1_from_94856_to_95397_total_542_1	EC:2.3.1.275
CP009418.1_from_127872_to_128316_total_445_1	EC:1.1.5.12
CP009418.1_from_191696_to_192080_total_385_1	EC:2.3.1.46
CP009418.1_from_314018_to_314435_total_418_1	EC:2.7.4.3
CP009418.1_from_354856_to_355469_total_614_1	EC:2.4.2.9
CP009418.1_from_405809_to_406230_total_422_1	EC:2.4.2.29
CP009418.1_from_407406_to_407652_total_247_1	EC:4.99.1.1
CP009418.1_from_448233_to_448530_total_298_1	EC:2.1.3.15
CP009418.1_from_1191246_to_1191822_total_577_1	EC:2.8.1.10
CP009418.1_from_1633257_to_1633406_total_150_1	EC:2.1.1.45
CP009418.1_from_2034516_to_2035029_total_514_1	EC:1.2.4.1
CP009418.1_from_2066031_to_2066470_total_440_1	EC:1.17.7.3
CP003974.1_from_427691_to_431337_total_3647_2	EC:3.1.21.4
CP003974.1_from_565085_to_567240_total_2156_2	EC:2.4.99.6
CP003974.1_from_750882_to_757956_total_7075_6	EC:3.1.21.4
CP003974.1_from_770820_to_771328_total_509_1	EC:2.3.1.275
CP003974.1_from_1007594_to_1008441_total_848_1	EC:3.1.21.4
CP003974.1_from_1011149_to_1011411_total_263_1	EC:3.1.3.25
CP003974.1_from_1041477_to_1043541_total_2065_2	EC:3.1.21.5
CP003974.1_from_1067802_to_1068392_total_591_2	EC:1.17.4.1
CP003974.1_from_1626552_to_1629062_total_2511_1	EC:5.4.99.-
CP003974.1_from_1816803_to_1818870_total_2068_1	EC:3.1.21.4
CP003974.1_from_1868913_to_1870184_total_1272_1	EC:1.1.1.29
CP003974.1_from_2207824_to_2208140_total_317_1	EC:6.1.1.14
CP007670.1_from_204919_to_207440_total_2522_1	EC:1.2.1.38
CP007670.1_from_361366_to_363006_total_1641_2	EC:3.1.1.3
CP007670.1_from_636722_to_637017_total_296_1	EC:3.5.99.6
CP007670.1_from_654082_to_655960_total_1879_1	EC:2.3.1.204
CP007670.1_from_910572_to_912253_total_1682_1	EC:6.2.1.54
CP007670.1_from_932297_to_939728_total_7432_3	EC:1.4.1.2
CP007670.1_from_949514_to_953711_total_4198_4	EC:1.8.1.14
CP007670.1_from_1084983_to_1086934_total_1952_1	EC:1.2.4.1
CP007670.1_from_1123469_to_1125636_total_2168_3	EC:1.14.99.48
CP007670.1_from_1241153_to_1243026_total_1874_3	EC:6.2.1.5
CP007670.1_from_1244486_to_1249622_total_5137_1	EC:3.-.-.-
CP007670.1_from_1262247_to_1264987_total_2741_2	EC:2.7.7.7
CP007670.1_from_1373482_to_1376960_total_3479_3	EC:2.3.2.3
CP007670.1_from_1615224_to_1616112_total_889_1	EC:1.2.4.4
CP007670.1_from_1628584_to_1629066_total_483_1	EC:2.3.1.181
CP007670.1_from_1708624_to_1711952_total_3329_1	EC:3.6.4.12
CP007670.1_from_1766021_to_1766983_total_963_1	EC:6.1.1.3
CP007670.1_from_1792479_to_1793688_total_1210_2	EC:2.7.7.7
CP007670.1_from_1805285_to_1806559_total_1275_2	EC:1.11.1.15
CP007670.1_from_1851809_to_1852817_total_1009_1	EC:2.6.1.21
CP007670.1_from_2108274_to_2113313_total_5040_2	EC:3.1.4.3
CP007670.1_from_2406979_to_2409609_total_2631_2	EC:2.3.2.16
CP007670.1_from_2574622_to_2575285_total_664_1	EC:2.6.1.62
CP007670.1_from_2686898_to_2689624_total_2727_3	EC:3.4.22.70
CP007670.1_from_2771235_to_2775376_total_4142_5	EC:1.2.1.8
CP009681.1_from_2_to_571837_total_571836_423	EC:3.1.4.3
CP009681.1_from_571845_to_3046201_total_2474357_788	EC:1.14.99.48
CP009681.1_from_571845_to_3046201_total_2474357_1038	EC:1.4.1.2
CP009681.1_from_571845_to_3046201_total_2474357_1766	EC:2.3.1.-;EC:2.7.1.190
CP009681.1_from_571845_to_3046201_total_2474357_2198	EC:5.4.2.2
CP009681.1_from_571845_to_3046201_total_2474357_2238	EC:3.4.22.70
CP016502.1_from_1192856_to_1194060_total_1205_1	EC:2.7.7.18
CP016502.1_from_2305553_to_2307733_total_2181_1	EC:3.2.1.4
CP002521.1_from_2784903_to_2787472_total_2570_1	EC:4.1.3.30
CP002521.1_from_3395253_to_3402456_total_7204_3	EC:3.6.3.-
CP002521.1_from_3963257_to_3963647_total_391_1	EC:2.7.7.6
CP015430.1_from_1140439_to_1142470_total_2032_1	EC:4.2.2.n1
CP015430.1_from_1285595_to_1287807_total_2213_2	EC:2.6.1.76
CP002582.1_from_9_to_995495_total_995487_223	EC:2.4.1.7
CP002582.1_from_9_to_995495_total_995487_268	EC:2.7.1.165
CP002582.1_from_995499_to_1457864_total_462366_62	EC:3.6.3.-
CP002582.1_from_995499_to_1457864_total_462366_347	EC:7.2.2.-
CP002582.1_from_1457883_to_3012012_total_1554130_170	EC:3.4.24.-
CP002582.1_from_1457883_to_3012012_total_1554130_745	EC:7.2.4.1
CP002582.1_from_1457883_to_3012012_total_1554130_1145	EC:1.12.1.3
CP002582.1_from_1457883_to_3012012_total_1554130_1147	EC:1.12.1.3
CP002582.1_from_1457883_to_3012012_total_1554130_1420	EC:3.6.3.-
CP002582.1_from_3012053_to_3809194_total_797142_386	EC:3.5.4.12
CP002582.1_from_3012053_to_3809194_total_797142_394	EC:3.6.3.-
CP002582.1_from_3012053_to_3809194_total_797142_466	EC:7.2.2.16
CP002582.1_from_3012053_to_3809194_total_797142_729	EC:3.6.3.-
CP002582.1_from_3012053_to_3809194_total_797142_733	EC:3.6.3.-
CP002582.1_from_3809208_to_4714236_total_905029_90	EC:2.5.1.101
CP002582.1_from_3809208_to_4714236_total_905029_306	EC:3.6.3.-
CP002582.1_from_3809208_to_4714236_total_905029_324	EC:2.6.1.90
CP016877.1_from_26_to_7589_total_7564_2	EC:5.1.3.3
CP016877.1_from_24046_to_30185_total_6140_4	EC:2.4.1.18
CP016877.1_from_192939_to_194579_total_1641_3	EC:4.2.1.20
CP016877.1_from_415728_to_418250_total_2523_3	EC:1.3.99.33
CP016877.1_from_524603_to_534410_total_9808_1	EC:6.1.1.12
CP016877.1_from_730933_to_739860_total_8928_10	EC:3.2.1.11
CP016877.1_from_1354919_to_1357113_total_2195_3	EC:2.1.1.14
CP016877.1_from_1596886_to_1605324_total_8439_11	EC:3.2.1.86
CP016877.1_from_1596886_to_1605324_total_8439_12	EC:3.2.1.86
AM946015.1_from_488217_to_488709_total_493_1	EC:2.7.1.24
AM946015.1_from_731717_to_732546_total_830_1	EC:1.17.1.8
CP012074.1_from_993058_to_1010542_total_17485_11	EC:2.5.1.19
CP012075.1_from_447720_to_466893_total_19174_6	EC:2.6.1.9
CP000024.1_from_72721_to_81669_total_8949_10	EC:3.4.16.-
CP000024.1_from_160111_to_164807_total_4697_4	EC:3.2.1.11
CP000024.1_from_167674_to_170764_total_3091_6	EC:3.6.3.-
CP000024.1_from_480393_to_483654_total_3262_3	EC:2.7.1.-
CP000024.1_from_616718_to_619284_total_2567_3	EC:2.1.1.72
CP000024.1_from_835215_to_837637_total_2423_1	EC:1.1.1.304
CP000024.1_from_957809_to_960147_total_2339_4	EC:3.2.1.86
CP000024.1_from_1112489_to_1114302_total_1814_1	EC:2.7.3.9
CP000024.1_from_1122399_to_1122920_total_522_1	EC:1.17.4.1
CP000024.1_from_1198493_to_1206710_total_8218_2	EC:5.3.1.8
CP000024.1_from_1237815_to_1246514_total_8700_3	EC:5.1.3.3
CP000024.1_from_1627314_to_1638041_total_10728_21	EC:1.1.1.94
CP014326.1_from_543293_to_546230_total_2938_2	EC:1.11.1.15
CP014326.1_from_702718_to_704541_total_1824_1	EC:6.1.1.7
CP014326.1_from_1283004_to_1283937_total_934_2	EC:1.1.1.27
CP014326.1_from_1603041_to_1604392_total_1352_2	EC:1.17.1.8
CP014326.1_from_1697802_to_1698274_total_473_2	EC:2.7.7.6
CP007470.1_from_40974_to_47400_total_6427_3	EC:2.4.99.6
CP007470.1_from_72146_to_76684_total_4539_1	EC:3.6.1.25
CP007470.1_from_275478_to_277594_total_2117_2	EC:3.1.21.4
CP007470.1_from_786113_to_795150_total_9038_1	EC:2.6.1.76
CP007470.1_from_1051492_to_1058017_total_6526_4	EC:3.1.7.2
CP007470.1_from_1071180_to_1074979_total_3800_2	EC:2.7.7.7
CP007470.1_from_1215438_to_1219147_total_3710_5	EC:2.7.1.60
CP007470.1_from_1259301_to_1261719_total_2419_1	EC:1.1.1.-;EC:1.1.1.1;EC:1.1.1.284
CP007470.1_from_1301621_to_1304647_total_3027_1	EC:2.7.13.3
CP007470.1_from_1794122_to_1800202_total_6081_5	EC:1.1.5.3
CP009162.1_from_3813219_to_3818057_total_4839_2	EC:1.2.1.-
CP009162.1_from_3952884_to_3956969_total_4086_5	EC:5.4.99.61
CP014344.1_from_155404_to_160625_total_5222_9	EC:4.1.99.22
CP014344.1_from_1059006_to_1066607_total_7602_6	EC:7.5.2.5
CP014344.1_from_1224069_to_1228070_total_4002_4	EC:2.6.1.92
CP014344.1_from_1242348_to_1255281_total_12934_13	EC:2.5.1.101
CP014344.1_from_1242348_to_1255281_total_12934_14	EC:3.2.1.184
CP014344.1_from_1481637_to_1484420_total_2784_2	EC:7.3.2.6
CP000885.1_from_10_to_4847590_total_4847581_92	EC:1.12.1.3
CP000885.1_from_10_to_4847590_total_4847581_1079	EC:2.4.1.282
CP017048.1_from_846658_to_853658_total_7001_4	EC:1.1.1.38
CP017048.1_from_3726070_to_3728559_total_2490_2	EC:5.4.99.61
CP017049.1_from_2450642_to_2456997_total_6356_3	EC:4.2.1.164
BA000033.2_from_2_to_2820456_total_2820455_854	EC:1.4.1.2
BA000033.2_from_2_to_2820456_total_2820455_1030	EC:1.14.99.48
BA000033.2_from_2_to_2820456_total_2820455_1903	EC:3.1.4.3
BA000033.2_from_2_to_2820456_total_2820455_2420	EC:5.4.2.2
BA000033.2_from_2_to_2820456_total_2820455_2456	EC:3.4.22.70
CP013182.1_from_448601_to_454513_total_5913_6	EC:3.5.1.28
CP013182.1_from_663863_to_667378_total_3516_1	EC:7.5.2.4
CP013182.1_from_908860_to_911755_total_2896_3	EC:1.4.1.2
CP013182.1_from_1105821_to_1107948_total_2128_2	EC:1.14.99.48
CP013182.1_from_1246925_to_1248231_total_1307_1	EC:2.7.7.7
CP013182.1_from_1328947_to_1331537_total_2591_1	EC:3.4.21.88
CP013182.1_from_1331701_to_1333134_total_1434_1	EC:2.2.1.1
CP013182.1_from_1576788_to_1581226_total_4439_3	EC:3.1.21.2
CP013182.1_from_2188530_to_2188890_total_361_1	EC:2.7.7.-
CP013182.1_from_2201572_to_2218733_total_17162_18	EC:1.1.1.-;EC:1.1.1.283
CP013182.1_from_2556481_to_2560226_total_3746_2	EC:3.4.22.70
CP013182.1_from_2584669_to_2587289_total_2621_3	EC:1.2.1.88
CP014160.1_from_621668_to_2033845_total_1412178_54	EC:1.1.1.-;EC:1.1.1.1;EC:1.1.1.284
CP016659.1_from_2_to_2172425_total_2172424_46	EC:2.7.7.n1
CP016659.1_from_2_to_2172425_total_2172424_475	EC:3.1.21.4
CP016659.1_from_2_to_2172425_total_2172424_678	EC:2.4.99.6
CP016659.1_from_2_to_2172425_total_2172424_950	EC:2.1.1.37
CP016659.1_from_2_to_2172425_total_2172424_953	EC:3.1.21.4
CP016659.1_from_2_to_2172425_total_2172424_1099	EC:1.1.1.284
CP016659.1_from_2_to_2172425_total_2172424_1968	EC:2.7.7.43
CP016659.1_from_2_to_2172425_total_2172424_1973	EC:7.6.2.12
CP014023.1_from_1034363_to_1035241_total_879_1	EC:2.7.1.33
CP014023.1_from_1868124_to_1868583_total_460_1	EC:1.14.99.48
CP014618.1_from_428646_to_429598_total_953_2	EC:2.3.1.241
CP014618.1_from_639030_to_643893_total_4864_1	EC:1.17.4.1
CP014618.1_from_1277755_to_1286007_total_8253_1	EC:7.2.2.7
CP014618.1_from_1895335_to_1897000_total_1666_1	EC:5.4.99.20
CP014618.1_from_2024035_to_2024517_total_483_2	EC:7.1.2.2
CP004095.1_from_2102630_to_2349367_total_246738_127	EC:5.4.99.61
CP007769.1_from_1192822_to_1314897_total_122076_93	EC:2.6.1.92
CP007769.1_from_1370447_to_1557491_total_187045_43	EC:7.1.1.-
CP002110.1_from_15420_to_16042_total_623_2	EC:6.3.4.19
CP002110.1_from_119639_to_120192_total_554_2	EC:2.4.2.22
CP002110.1_from_256296_to_257001_total_706_2	EC:2.7.7.40
CP002110.1_from_521080_to_521357_total_278_1	EC:3.1.26.5
CP002110.1_from_840567_to_840864_total_298_1	EC:6.2.1.14
CP002110.1_from_1097051_to_1097678_total_628_1	EC:5.4.2.10
CP002110.1_from_1510150_to_1510473_total_324_1	EC:6.1.1.1
CP002110.1_from_1673717_to_1674098_total_382_1	EC:6.1.1.14
CP002110.1_from_1702991_to_1703351_total_361_1	EC:2.3.1.181
CP002110.1_from_1895248_to_1895734_total_487_1	EC:2.4.1.227
CP002110.1_from_1903489_to_1904170_total_682_1	EC:2.3.1.61
CP002110.1_from_1981079_to_1981330_total_252_1	EC:2.2.1.1
CP002110.1_from_2072009_to_2072158_total_150_1	EC:2.7.7.7
CP002110.1_from_2079413_to_2079889_total_477_2	EC:2.5.1.-
CP002110.1_from_2250844_to_2251265_total_422_1	EC:7.6.2.11
CP002110.1_from_2553222_to_2553625_total_404_1	EC:3.4.11.4
CP002110.1_from_2588305_to_2588878_total_574_1	EC:6.3.4.20
CP002110.1_from_2732776_to_2733370_total_595_1	EC:3.5.4.16
CP000255.1_from_936462_to_942738_total_6277_3	EC:1.4.1.2
CP000255.1_from_1124196_to_1131854_total_7659_7	EC:1.14.99.48
CP000255.1_from_1379465_to_1382111_total_2647_3	EC:2.3.2.3
CP000255.1_from_1695773_to_1701150_total_5378_1	EC:3.6.5.n1
CP000255.1_from_2064918_to_2087694_total_22777_23	EC:3.1.4.3
CP000255.1_from_2311848_to_2324763_total_12916_13	EC:1.-.-.-
CP000255.1_from_2326152_to_2331265_total_5114_5	EC:2.7.1.144
CP000255.1_from_2383844_to_2389203_total_5360_1	EC:2.3.2.16
CP000255.1_from_2449009_to_2453594_total_4586_1	EC:3.5.2.7
CP000255.1_from_2658226_to_2667524_total_9299_7	EC:3.4.22.70
FR824043.1_from_552790_to_554553_total_1764_1	EC:4.1.3.27
FR824043.1_from_998823_to_1002866_total_4044_1	EC:5.6.2.2
FR824043.1_from_1720645_to_1725762_total_5118_6	EC:2.7.1.66
CP018776.1_from_4777_to_5172_total_396_2	EC:5.6.2.2
CP018776.1_from_2409249_to_2409398_total_150_1	EC:3.5.4.16
CP015192.1_from_1168198_to_1173962_total_5765_3	EC:5.4.99.61
CP015192.1_from_1352401_to_1357662_total_5262_1	EC:6.2.1.14
CP015192.1_from_1622931_to_1626530_total_3600_1	EC:7.1.1.8
CP002097.1_from_24294_to_25172_total_879_1	EC:3.1.4.-;EC:3.1.4.41
CP002097.1_from_1996424_to_1997536_total_1113_1	EC:3.5.1.88
AP011114.1_from_3_to_2151143_total_2151141_111	EC:3.4.11.7
AP011114.1_from_3_to_2151143_total_2151141_415	EC:7.2.2.16
AP011114.1_from_3_to_2151143_total_2151141_1648	EC:2.8.3.8
AP011114.1_from_3_to_2151143_total_2151141_1690	EC:6.1.1.14
CP014113.1_from_439164_to_466838_total_27675_18	EC:4.4.1.13
CP014113.1_from_1237500_to_1261553_total_24054_9	EC:1.14.99.48
CP014113.1_from_2338707_to_2373895_total_35189_25	EC:5.4.2.2
CP009535.1_from_12_to_4121648_total_4121637_14	EC:5.4.99.61
CP009535.1_from_12_to_4121648_total_4121637_160	EC:1.2.1.-
CP009536.1_from_1_to_3260248_total_3260248_1256	EC:4.2.1.164
CP004047.1_from_2_to_3350619_total_3350618_1293	EC:1.2.4.2;EC:2.3.1.61
CP004047.1_from_2_to_3350619_total_3350618_1620	EC:2.5.1.3;EC:2.7.1.49;EC:2.7.4.7
CP004047.1_from_2_to_3350619_total_3350618_2116	EC:2.4.1.346
CP004047.1_from_2_to_3350619_total_3350618_2960	EC:1.14.13.24
CP004047.1_from_2_to_3350619_total_3350618_2964	EC:4.1.3.27
CP003213.1_from_880475_to_880933_total_459_2	EC:3.1.11.6
CP003213.1_from_1302914_to_1303339_total_426_1	EC:2.5.1.78
CP003213.1_from_1495260_to_1496240_total_981_1	EC:1.17.7.3
CP003213.1_from_1625852_to_1626355_total_504_1	EC:1.9.3.1
CP000253.1_from_123661_to_132488_total_8828_1	EC:5.1.3.2
CP000253.1_from_313068_to_315515_total_2448_2	EC:3.1.1.3
CP000253.1_from_551146_to_558802_total_7657_4	EC:3.5.4.16
CP000253.1_from_852148_to_861389_total_9242_7	EC:1.4.1.2
CP000253.1_from_949358_to_957055_total_7698_9	EC:4.1.3.36
CP000253.1_from_1049413_to_1072975_total_23563_2	EC:1.14.99.48
CP000253.1_from_2029716_to_2032539_total_2824_2	EC:3.1.4.3
CP000253.1_from_2337326_to_2339379_total_2054_5	EC:2.10.1.1
CP000253.1_from_2347952_to_2349959_total_2008_3	EC:1.3.99.-
CP000253.1_from_2558251_to_2571836_total_13586_7	EC:5.4.2.2
CP000253.1_from_2606934_to_2621449_total_14516_6	EC:3.4.22.70
CP000253.1_from_2775167_to_2779331_total_4165_5	EC:3.1.1.3
HG813242.1_from_37_to_2490009_total_2489973_185	EC:1.1.1.-
HG813242.1_from_37_to_2490009_total_2489973_717	EC:3.2.1.96;EC:3.5.1.28
HG813242.1_from_37_to_2490009_total_2489973_1092	EC:5.1.1.1
HG813242.1_from_37_to_2490009_total_2489973_1501	EC:3.4.21.19
HG813242.1_from_37_to_2490009_total_2489973_1745	EC:1.14.99.48
HG813242.1_from_37_to_2490009_total_2489973_1758	EC:1.-.-.-
CP002599.1_from_1608607_to_1668783_total_60177_26	EC:2.6.1.76
CP013730.1_from_1457642_to_1458063_total_422_2	EC:7.1.1.-
CP012690.1_from_6_to_1664562_total_1664557_1128	EC:2.4.1.290
CP012690.1_from_6_to_1664562_total_1664557_1133	EC:7.5.2.5
CP012690.1_from_6_to_1664562_total_1664557_1292	EC:2.6.1.92
CP012690.1_from_6_to_1664562_total_1664557_1516	EC:7.3.2.6
CP018205.1_from_12_to_2819762_total_2819751_790	EC:1.4.1.2
CP018205.1_from_12_to_2819762_total_2819751_965	EC:1.14.99.48
CP018205.1_from_12_to_2819762_total_2819751_1916	EC:3.1.4.3
CP018205.1_from_12_to_2819762_total_2819751_2462	EC:5.4.2.2
CP018205.1_from_12_to_2819762_total_2819751_2500	EC:3.4.22.70
CP002471.1_from_421431_to_423007_total_1577_2	EC:3.5.3.8
CP002471.1_from_454718_to_456616_total_1899_1	EC:3.1.3.11
CP002471.1_from_657511_to_659704_total_2194_2	EC:3.2.1.86
CP002471.1_from_734808_to_739863_total_5056_2	EC:3.4.22.-
CP002471.1_from_1678468_to_1683117_total_4650_2	EC:2.4.1.7
CP016856.1_from_17_to_2748537_total_2748521_172	EC:1.3.8.-
CP016856.1_from_17_to_2748537_total_2748521_205	EC:3.4.22.70
CP016856.1_from_17_to_2748537_total_2748521_242	EC:5.4.2.2
CP016856.1_from_17_to_2748537_total_2748521_807	EC:3.1.4.3
CP016856.1_from_17_to_2748537_total_2748521_1232	EC:3.1.21.2
CP016856.1_from_17_to_2748537_total_2748521_1708	EC:1.14.99.48
CP016856.1_from_17_to_2748537_total_2748521_1916	EC:1.4.1.2
CP016856.1_from_17_to_2748537_total_2748521_2224	EC:6.2.1.-
CP016856.1_from_17_to_2748537_total_2748521_2233	EC:3.5.4.16
CP016856.1_from_17_to_2748537_total_2748521_2297	EC:2.4.2.8
CP016856.1_from_17_to_2748537_total_2748521_2698	EC:5.1.3.2
CP017038.1_from_545794_to_553038_total_7245_1	EC:1.2.7.7
CP015433.1_from_1674808_to_1752791_total_77984_60	EC:2.6.1.76
CP002277.1_from_384102_to_384405_total_304_1	EC:3.1.3.5
