sequence_ID	prediction
CP000671.1_from_622840_to_623029_total_190_1	EC:3.1.11.2
CP000671.1_from_654965_to_655395_total_431_1	EC:2.7.7.7
CP000671.1_from_722808_to_723762_total_955_1	EC:2.4.-.-
CP000671.1_from_770100_to_770629_total_530_1	EC:1.2.4.2
CP000671.1_from_1020013_to_1020263_total_251_1	EC:5.1.3.15
CP000671.1_from_1325419_to_1327230_total_1812_1	EC:1.10.3.-
CP000671.1_from_1565135_to_1565733_total_599_1	EC:1.3.5.4
CP000671.1_from_1717140_to_1718643_total_1504_2	EC:3.1.4.46
CP000671.1_from_1760757_to_1761270_total_514_1	EC:2.7.7.87
CP016657.1_from_70932_to_74494_total_3563_3	EC:1.1.1.284
CP016657.1_from_90781_to_92523_total_1743_3	EC:1.1.-.-
CP016657.1_from_233604_to_235733_total_2130_3	EC:3.1.21.4
CP016657.1_from_235975_to_236667_total_693_1	EC:2.1.1.37
CP016657.1_from_235975_to_236667_total_693_2	EC:2.1.1.37
CP016657.1_from_497277_to_499166_total_1890_1	EC:2.4.99.6
CP016657.1_from_683253_to_685950_total_2698_2	EC:3.1.21.4
CP016657.1_from_734604_to_735935_total_1332_1	EC:2.1.3.15
CP016657.1_from_999762_to_1001882_total_2121_3	EC:2.7.7.99
CP016657.1_from_1127523_to_1130472_total_2950_3	EC:2.7.7.n1
CP016657.1_from_1148319_to_1148999_total_681_1	EC:3.5.2.9
CP016657.1_from_1311940_to_1316021_total_4082_2	EC:2.7.7.43
CP016657.1_from_1449059_to_1456284_total_7226_8	EC:2.7.1.33;EC:6.3.4.15
CP016657.1_from_1457703_to_1458440_total_738_2	EC:2.8.1.10
CP006574.1_from_20558_to_20978_total_421_1	EC:3.6.4.12
CP006574.1_from_758798_to_759129_total_332_1	EC:5.2.1.8
CP006574.1_from_859289_to_859559_total_271_1	EC:1.8.1.7
CP006574.1_from_1057448_to_1057977_total_530_1	EC:7.2.1.1
CP006574.1_from_1189842_to_1190175_total_334_1	EC:4.1.1.65
CP006574.1_from_1254911_to_1255414_total_504_1	EC:1.2.1.41
CP006574.1_from_1573865_to_1574662_total_798_1	EC:1.1.1.130
CP006574.1_from_1639166_to_1640285_total_1120_2	EC:3.5.1.1
CP006574.1_from_2606399_to_2606820_total_422_1	EC:2.7.7.27
CP006574.1_from_2663203_to_2663850_total_648_1	EC:3.6.4.12
CP003723.1_from_308626_to_309699_total_1074_2	EC:3.1.4.16
CP003723.1_from_1210780_to_1211418_total_639_2	EC:3.6.1.-;EC:4.2.3.4
CP003723.1_from_1904283_to_1905455_total_1173_2	EC:2.1.2.9
CP009927.1_from_15795_to_58058_total_42264_10	EC:3.1.4.-;EC:3.1.4.41
CP009927.1_from_1100780_to_1121258_total_20479_10	EC:5.4.99.61
CP015976.1_from_179499_to_180250_total_752_1	EC:2.7.7.6
CP015976.1_from_548970_to_553690_total_4721_2	EC:3.5.4.4
CP015976.1_from_1036204_to_1040308_total_4105_2	EC:2.5.1.101
CP015976.1_from_1269205_to_1270593_total_1389_2	EC:3.4.11.-
FN665654.1_from_437096_to_438338_total_1243_1	EC:4.2.1.157
FN665654.1_from_439290_to_441554_total_2265_1	EC:1.3.1.108
FN665654.1_from_465145_to_466064_total_920_1	EC:5.1.1.12
FN665654.1_from_772023_to_772524_total_502_1	EC:6.1.1.20
FN665654.1_from_1454946_to_1455487_total_542_1	EC:3.5.2.9
FN665654.1_from_2801301_to_2801659_total_359_1	EC:2.7.11.1
FN665654.1_from_3883543_to_3883930_total_388_1	EC:2.4.2.21
CP002340.1_from_161050_to_163355_total_2306_3	EC:3.2.1.11
CP002340.1_from_161050_to_163355_total_2306_4	EC:3.2.1.11
CP002340.1_from_254264_to_255575_total_1312_2	EC:3.6.1.66
CP002340.1_from_492286_to_495371_total_3086_1	EC:2.7.1.-
CP002340.1_from_626311_to_633982_total_7672_8	EC:2.1.1.72
CP002340.1_from_987075_to_988125_total_1051_1	EC:3.4.13.-
CP002340.1_from_1437288_to_1451901_total_14614_1	EC:4.2.1.20
CP002340.1_from_1654568_to_1655136_total_569_1	EC:6.1.1.17
CP002340.1_from_1782258_to_1793070_total_10813_1	EC:6.1.1.12
CP001129.1_from_145536_to_242279_total_96744_66	EC:2.4.1.212
CP001129.1_from_1096385_to_1119581_total_23197_19	EC:5.3.3.2
CP009828.1_from_33965_to_34397_total_433_1	EC:2.1.1.177
CP009828.1_from_174171_to_174472_total_302_1	EC:1.14.99.48
CP009828.1_from_250401_to_250849_total_449_1	EC:2.3.1.16
CP009828.1_from_487454_to_488413_total_960_2	EC:3.2.1.93
CP009828.1_from_566736_to_567847_total_1112_1	EC:6.1.1.16
CP009828.1_from_748614_to_750061_total_1448_1	EC:3.5.1.25
CP009828.1_from_949225_to_950007_total_783_1	EC:1.8.1.14
CP009828.1_from_1125868_to_1126302_total_435_2	EC:1.14.99.48
CP009828.1_from_1227381_to_1227994_total_614_1	EC:2.3.1.274
CP009828.1_from_1255115_to_1256525_total_1411_1	EC:3.4.25.2
CP009828.1_from_1270029_to_1270298_total_270_1	EC:2.7.7.7
CP009828.1_from_1626716_to_1627378_total_663_1	EC:2.7.13.3
CP009828.1_from_1638839_to_1640138_total_1300_1	EC:1.1.1.49
CP009828.1_from_1756545_to_1757540_total_996_2	EC:6.1.1.21
CP009828.1_from_1768726_to_1768982_total_257_1	EC:2.4.2.29
CP009828.1_from_1828708_to_1829637_total_930_2	EC:2.7.7.7
CP009828.1_from_1913395_to_1913893_total_499_1	EC:1.5.5.2
CP009828.1_from_1933067_to_1934077_total_1011_2	EC:4.1.1.49
CP009828.1_from_2068051_to_2069292_total_1242_1	EC:2.7.1.33
CP009828.1_from_2153175_to_2153984_total_810_1	EC:1.1.1.-;EC:1.1.1.283
CP009828.1_from_2482212_to_2482569_total_358_1	EC:3.1.3.11
CP006630.1_from_120540_to_121078_total_539_2	EC:1.1.1.304
CP006630.1_from_329456_to_335501_total_6046_1	EC:4.2.1.70
CP006630.1_from_577779_to_579605_total_1827_2	EC:2.6.1.42
CP006630.1_from_599548_to_602311_total_2764_2	EC:3.5.4.16
CP006630.1_from_1107895_to_1112134_total_4240_5	EC:1.14.99.48
CP006630.1_from_1247377_to_1251362_total_3986_3	EC:2.7.7.7
CP006630.1_from_1360377_to_1361499_total_1123_1	EC:2.3.2.3
CP006630.1_from_1701462_to_1702354_total_893_1	EC:2.7.6.5
CP006630.1_from_2011513_to_2015266_total_3754_4	EC:2.7.7.7
CP006630.1_from_2160352_to_2165177_total_4826_7	EC:3.1.3.48
CP006630.1_from_2601308_to_2605159_total_3852_3	EC:3.4.22.70
CP006630.1_from_2710084_to_2711249_total_1166_1	EC:1.2.1.8
CP006630.1_from_2804952_to_2807186_total_2235_1	EC:3.6.3.-
CP007547.1_from_1978117_to_1985097_total_6981_6	EC:3.4.24.76
CP011381.1_from_270497_to_298079_total_27583_32	EC:7.3.2.5
CP011381.1_from_1224321_to_1241065_total_16745_4	EC:5.4.99.26
CP011381.1_from_1368578_to_1380495_total_11918_7	EC:7.1.1.-
CP011379.1_from_1_to_2307542_total_2307542_245	EC:4.1.3.40
CP011379.1_from_1_to_2307542_total_2307542_287	EC:7.3.2.5
CP011379.1_from_1_to_2307542_total_2307542_407	EC:5.4.3.-
CP011379.1_from_1_to_2307542_total_2307542_562	EC:3.2.2.20
CP011379.1_from_1_to_2307542_total_2307542_1257	EC:5.4.99.26
CP011379.1_from_1_to_2307542_total_2307542_1543	EC:7.1.1.-
CP011379.1_from_1_to_2307542_total_2307542_2224	EC:1.1.1.2
CP011379.1_from_1_to_2307542_total_2307542_2272	EC:6.4.1.4
CP016858.1_from_170289_to_217426_total_47138_3	EC:1.3.8.-
CP016858.1_from_170289_to_217426_total_47138_44	EC:3.4.22.70
CP016858.1_from_253282_to_277239_total_23958_4	EC:5.4.2.2
CP016858.1_from_306572_to_340178_total_33607_17	EC:2.6.1.62
CP016858.1_from_355041_to_464898_total_109858_27	EC:1.18.1.2
CP016858.1_from_730569_to_791321_total_60753_85	EC:3.1.4.3
CP016858.1_from_1084280_to_1096394_total_12115_3	EC:1.2.1.12
CP016858.1_from_1096412_to_1122559_total_26148_29	EC:3.6.4.12
CP016858.1_from_1379085_to_1420125_total_41041_26	EC:1.2.4.2
CP016858.1_from_1565593_to_1603233_total_37641_33	EC:2.1.1.74
CP016858.1_from_1719400_to_1750192_total_30793_9	EC:1.14.99.48
CP016858.1_from_1917026_to_1920340_total_3315_3	EC:1.4.1.2
CP016858.1_from_2626377_to_2636971_total_10595_2	EC:7.5.2.-
LT598688.1_from_54677_to_54982_total_306_1	EC:4.6.1.13
LT598688.1_from_136344_to_137404_total_1061_1	EC:1.14.99.48
LT598688.1_from_370645_to_370955_total_311_1	EC:6.3.1.20
LT598688.1_from_971407_to_971802_total_396_1	EC:2.7.6.5
LT598688.1_from_1151356_to_1151887_total_532_1	EC:6.1.1.20
LT598688.1_from_1217723_to_1217998_total_276_2	EC:6.3.5.5
LT598688.1_from_1274303_to_1274595_total_293_1	EC:5.6.2.1
LT598688.1_from_1523809_to_1524176_total_368_1	EC:3.1.22.4
LT598688.1_from_1546671_to_1547044_total_374_1	EC:2.1.1.163
LT598688.1_from_1697667_to_1698192_total_526_2	EC:6.1.1.21
LT598688.1_from_1769840_to_1770287_total_448_1	EC:1.1.1.38
LT598688.1_from_1924401_to_1925051_total_651_2	EC:4.99.1.1
LT598688.1_from_1967090_to_1967363_total_274_1	EC:5.4.3.8
LT598688.1_from_2030565_to_2031018_total_454_1	EC:2.7.13.3
LT598688.1_from_2043736_to_2043885_total_150_1	EC:2.7.1.107
LT598688.1_from_2087925_to_2088424_total_500_1	EC:3.1.4.3
LT598688.1_from_2235784_to_2236162_total_379_1	EC:3.1.3.48
LT598688.1_from_2259642_to_2259928_total_287_1	EC:2.4.2.1
LT598688.1_from_2409856_to_2411113_total_1258_3	EC:3.5.1.5
LT598688.1_from_2520998_to_2521454_total_457_1	EC:1.7.5.1
LT598688.1_from_2669425_to_2669948_total_524_1	EC:3.4.22.70
LT598688.1_from_2829556_to_2830140_total_585_2	EC:2.7.10.2
CP000633.1_from_1442552_to_1449815_total_7264_1	EC:7.1.1.-
CP000634.1_from_1250786_to_1270145_total_19360_13	EC:5.1.3.32
CP000635.1_from_85919_to_90720_total_4802_3	EC:2.7.1.25;EC:2.7.7.4
CP000636.1_from_106624_to_145637_total_39014_15	EC:2.7.7.7
CP000637.1_from_99019_to_102495_total_3477_2	EC:7.6.2.11
CP007205.1_from_133241_to_133693_total_453_2	EC:5.1.3.3
CP007205.1_from_185636_to_186306_total_671_1	EC:3.1.26.12
CP007205.1_from_854655_to_854933_total_279_1	EC:2.7.4.16
CP007205.1_from_1097266_to_1097976_total_711_1	EC:2.7.1.35
CP007205.1_from_1151913_to_1152244_total_332_1	EC:2.7.6.1
CP007205.1_from_1242855_to_1243459_total_605_1	EC:5.4.99.62
CP007205.1_from_1432407_to_1432757_total_351_2	EC:1.17.7.3
CP007205.1_from_1558194_to_1558510_total_317_1	EC:2.1.1.193
FN597254.1_from_867325_to_868117_total_793_1	EC:3.5.1.24
FN597254.1_from_1024344_to_1024677_total_334_1	EC:3.5.2.3
FN597254.1_from_1422129_to_1422437_total_309_2	EC:1.1.1.25
CP010867.1_from_1527100_to_1528228_total_1129_3	EC:3.6.1.13
CP006576.1_from_3483833_to_3484711_total_879_2	EC:2.7.2.8
CP006978.1_from_2308296_to_2312551_total_4256_1	EC:1.14.12.25
CP006978.1_from_2324203_to_2326114_total_1912_2	EC:1.14.12.11;EC:1.14.12.3
CP015117.1_from_359534_to_388898_total_29365_11	EC:2.3.1.267
CP015117.1_from_1143457_to_1154625_total_11169_8	EC:4.2.1.77
CP015117.1_from_1420442_to_1437021_total_16580_10	EC:4.1.3.27
CP015117.1_from_2933537_to_2945736_total_12200_7	EC:2.7.1.-;EC:2.7.10.2
CP015117.1_from_4252018_to_4260901_total_8884_2	EC:2.7.1.221
CP015117.1_from_4698384_to_4704907_total_6524_4	EC:1.4.1.25
CP015117.1_from_5784590_to_5801551_total_16962_8	EC:5.4.99.61
LN831027.1_from_410036_to_410268_total_233_1	EC:4.2.1.46
LN831027.1_from_702111_to_702746_total_636_1	EC:7.2.2.8
LN831027.1_from_1147410_to_1149660_total_2251_3	EC:2.1.1.74
LN831027.1_from_1828965_to_1830407_total_1443_1	EC:5.3.1.28
LN831027.1_from_1926168_to_1927085_total_918_1	EC:3.5.2.9
LN831027.1_from_2319854_to_2320612_total_759_1	EC:4.3.1.7
CP002114.2_from_137829_to_138347_total_519_2	EC:5.4.2.7
CP002114.2_from_382712_to_382995_total_284_1	EC:2.1.1.14
CP002114.2_from_669020_to_669795_total_776_2	EC:7.5.2.4
CP002114.2_from_903664_to_903887_total_224_1	EC:4.3.2.1
CP002114.2_from_904880_to_905332_total_453_1	EC:4.3.2.1
CP002114.2_from_1028208_to_1028474_total_267_1	EC:2.4.2.14
CP002114.2_from_1096230_to_1096522_total_293_1	EC:6.1.1.20
CP002114.2_from_1168125_to_1168466_total_342_1	EC:2.4.2.10
CP002114.2_from_1222657_to_1223333_total_677_1	EC:2.1.1.74
CP002114.2_from_1308792_to_1309116_total_325_1	EC:3.1.31.1
CP002114.2_from_1321805_to_1322071_total_267_1	EC:1.7.1.7
CP002114.2_from_1507888_to_1508147_total_260_1	EC:3.6.4.12
CP002114.2_from_1697666_to_1698186_total_521_1	EC:6.1.1.21
CP002114.2_from_1748240_to_1748570_total_331_1	EC:2.7.1.24
CP002114.2_from_1765605_to_1765754_total_150_1	EC:2.1.3.15
CP002114.2_from_1959652_to_1960351_total_700_1	EC:5.4.3.8
CP002114.2_from_1985247_to_1985709_total_463_2	EC:6.3.5.13
CP002114.2_from_2035698_to_2036715_total_1018_2	EC:3.1.4.3
CP002114.2_from_2412445_to_2412892_total_448_1	EC:5.3.3.2
CP002114.2_from_2438341_to_2439517_total_1177_3	EC:1.18.1.2
CP002114.2_from_2604087_to_2604651_total_565_1	EC:3.4.22.70
CP002115.1_from_10632_to_11096_total_465_1	EC:3.5.2.6
CP010350.1_from_2_to_3509788_total_3509787_789	EC:2.5.1.84
CP001996.1_from_134188_to_135341_total_1154_2	EC:1.2.1.3
CP001996.1_from_493263_to_493685_total_423_1	EC:4.4.1.13
CP001996.1_from_510760_to_511151_total_392_1	EC:3.2.1.93
CP001996.1_from_582001_to_583118_total_1118_1	EC:6.1.1.17
CP001996.1_from_633114_to_634111_total_998_1	EC:3.5.1.-
CP001996.1_from_1156364_to_1157670_total_1307_2	EC:1.14.99.48
CP001996.1_from_1257247_to_1257838_total_592_1	EC:2.3.1.274
CP001996.1_from_1276374_to_1276644_total_271_1	EC:6.2.1.5
CP001996.1_from_1546929_to_1547966_total_1038_2	EC:4.2.3.4
CP001996.1_from_1636572_to_1636864_total_293_1	EC:6.1.1.14
CP001996.1_from_1698228_to_1699103_total_876_1	EC:6.1.1.21
CP001996.1_from_1700660_to_1700914_total_255_2	EC:2.7.6.5
CP001996.1_from_1708716_to_1709413_total_698_2	EC:2.4.2.29
CP001996.1_from_1711251_to_1711657_total_407_1	EC:2.4.99.17
CP001996.1_from_1751282_to_1751431_total_150_1	EC:2.7.7.7
CP001996.1_from_1760406_to_1761119_total_714_1	EC:2.3.3.16
CP001996.1_from_1958806_to_1959209_total_404_1	EC:5.4.3.8
CP001996.1_from_2031087_to_2031945_total_859_2	EC:6.3.5.13
CP001996.1_from_2083415_to_2084861_total_1447_2	EC:3.1.4.3
CP001996.1_from_2224996_to_2225308_total_313_1	EC:2.4.2.2
CP001996.1_from_2305716_to_2307064_total_1349_2	EC:1.1.1.-;EC:1.1.1.283
CP001996.1_from_2420963_to_2421360_total_398_1	EC:3.5.3.8
CP001996.1_from_2601537_to_2602272_total_736_1	EC:2.7.1.12
CP001996.1_from_2790189_to_2790633_total_445_2	EC:2.7.10.2
AP014653.1_from_573409_to_573978_total_570_1	EC:3.5.1.-
AP014653.1_from_590326_to_662553_total_72228_5	EC:3.5.4.16
AP014653.1_from_888219_to_895175_total_6957_7	EC:1.4.1.2
AP014653.1_from_907522_to_945486_total_37965_15	EC:2.3.3.13
AP014653.1_from_1088833_to_1094793_total_5961_3	EC:1.14.99.48
AP014653.1_from_1381536_to_1389089_total_7554_8	EC:4.1.1.20
AP014653.1_from_1763710_to_1772727_total_9018_1	EC:6.3.2.8
AP014653.1_from_1975915_to_1994456_total_18542_22	EC:3.1.4.3
AP014653.1_from_2507931_to_2524431_total_16501_14	EC:5.4.2.2
AP014653.1_from_2524441_to_2569621_total_45181_34	EC:3.4.22.70
AP014653.1_from_2569625_to_2632577_total_62953_28	EC:1.3.8.-
CP010998.1_from_299324_to_300618_total_1295_1	EC:6.4.1.1
CP010998.1_from_317663_to_319299_total_1637_1	EC:1.14.99.48
CP010998.1_from_609758_to_610425_total_668_1	EC:2.3.1.89
CP010998.1_from_681372_to_681626_total_255_1	EC:1.4.1.1
CP010998.1_from_739032_to_740263_total_1232_3	EC:5.4.99.22
CP010998.1_from_752813_to_753779_total_967_1	EC:3.2.1.10
CP010998.1_from_869848_to_873558_total_3711_1	EC:2.7.6.5
CP010998.1_from_917409_to_917701_total_293_1	EC:2.7.1.24
CP010998.1_from_933987_to_936651_total_2665_3	EC:1.1.1.38
CP010998.1_from_1212115_to_1216488_total_4374_2	EC:3.1.4.3
CP010998.1_from_1380721_to_1383383_total_2663_1	EC:2.4.2.2
CP010998.1_from_1403132_to_1403465_total_334_1	EC:1.1.1.17
CP010998.1_from_1452845_to_1453677_total_833_2	EC:2.7.1.144
CP010998.1_from_1453744_to_1454108_total_365_1	EC:2.7.1.144
CP010998.1_from_1520406_to_1521850_total_1445_2	EC:1.3.99.-
CP010998.1_from_1758989_to_1759936_total_948_2	EC:2.7.1.12
CP010998.1_from_1783663_to_1784668_total_1006_1	EC:3.4.22.70
CP010998.1_from_2109443_to_2110457_total_1015_3	EC:5.4.2.7
CP010998.1_from_2212641_to_2214035_total_1395_1	EC:2.3.1.54
CP010998.1_from_2590669_to_2592424_total_1756_2	EC:3.5.4.16
CP010998.1_from_2722496_to_2722879_total_384_1	EC:3.5.1.25
CP015081.1_from_14_to_2646733_total_2646720_1598	EC:2.7.2.7
CP015081.1_from_14_to_2646733_total_2646720_1886	EC:3.5.4.40
CP015430.1_from_429274_to_430065_total_792_1	EC:2.1.1.197
CP009962.1_from_158963_to_160498_total_1536_1	EC:5.3.3.4
CP009962.1_from_378187_to_381219_total_3033_2	EC:3.5.1.128
CP009962.1_from_486140_to_498619_total_12480_16	EC:1.11.1.15
CP009962.1_from_724322_to_725693_total_1372_1	EC:1.2.1.26
CP009962.1_from_1847335_to_1848347_total_1013_2	EC:2.7.7.77
CP009962.1_from_2768324_to_2773690_total_5367_3	EC:3.5.1.128
CP009962.1_from_3295785_to_3301908_total_6124_4	EC:2.7.7.9
CP009962.1_from_3542442_to_3545216_total_2775_3	EC:2.6.1.88
CP009962.1_from_3888495_to_3895954_total_7460_6	EC:3.1.1.15
CP009962.1_from_4281924_to_4288092_total_6169_1	EC:3.5.1.9
CP009962.1_from_4569143_to_4570500_total_1358_1	EC:4.2.1.77
CP009962.1_from_5057167_to_5058162_total_996_2	EC:3.1.1.-;EC:3.1.1.96
CP009962.1_from_5517658_to_5522065_total_4408_4	EC:4.2.1.51;EC:4.2.1.91
AE015924.1_from_543447_to_548301_total_4855_3	EC:3.4.22.37
AE015924.1_from_1439110_to_1441772_total_2663_2	EC:3.4.14.12
CP007593.1_from_66808_to_75518_total_8711_8	EC:3.2.1.52
CP007593.1_from_206918_to_241027_total_34110_28	EC:7.2.2.7
CP007593.1_from_317659_to_338883_total_21225_7	EC:5.4.99.9
CP007593.1_from_1169893_to_1174994_total_5102_4	EC:2.3.1.12
CP007593.1_from_1176207_to_1195485_total_19279_6	EC:3.4.24.-
CP007727.1_from_3232110_to_3246080_total_13971_16	EC:1.2.1.70
CP007727.1_from_4714919_to_4785685_total_70767_42	EC:4.1.2.20
CP007729.1_from_29106_to_185606_total_156501_43	EC:1.20.1.1
CP007729.1_from_29106_to_185606_total_156501_74	EC:2.3.1.183
CP007729.1_from_29106_to_185606_total_156501_75	EC:7.3.2.7
CP010183.1_from_16_to_4940434_total_4940419_408	EC:1.1.1.-;EC:1.1.1.237
CP010183.1_from_16_to_4940434_total_4940419_708	EC:7.6.2.2
CP010183.1_from_16_to_4940434_total_4940419_864	EC:1.2.99.6
CP010183.1_from_16_to_4940434_total_4940419_1016	EC:1.1.1.346
